"nick","date","comment"
"Died a Hero",2013-03-31,"9 i loved most of the episode tyrions interactions with his sister bronn and his father were amazing jons scenes were good mance may not have been wielding his lute but i think ciaran hinds was an excellent choice for the role he commands attention while on the screen and carries the air of a born leader i loved the cgi shot of the giant too davos being brought to the one true king was annoying but the tv audience wouldnt have understood him being arrested right as he touched town on the shore i have high hopes for daenerys this season shes my fav pov in the book davos is 2ed and what they did to her cok story was hard to watch however seeing her dragons her detest for how the unsullied are trained and of course the reappearance of ser grandfather im excited the only thing i disliked is the ongoing development of shae and the outright knowledge of littlefingers part in sansas escape with shae what are they building towards her turn for no reason in season 4 what because tyrion didnt want to run away with her she sells him out to the court and bangs his father seems pointless and littlefinger why go through the trouble of introducing dontons in season 2 if youre not going to use him again seems pointless though all and all a great start to what should be the best two seasons in television history im not setting the bar for failure am i"
"rystine",2013-03-31,"a little slow i actually preferred that they stuck with various characters stories longer and excluded others altogether rather than giving us very small pieces of all the stories tyrion and tywin was superbly done and barristans reveal was simplified but very well done danys story in general is off to a great start jon and mance was also a highlight for me 810 edited by rystine 31 march 2013  0931 pm"
"TheHedgeWizard",2013-03-31,"gave it a 910 when i dont see great moments from the book in the show i get really disappointed but i have to remind myself its an adaptation and a lot of those moments wont make the cut it was a strong first episode it felt very rushed but it was all set up for what seems to be a great season 3 the beginning with sam and ghost coming out of no where i thought was the weakest part excited for next week and what i hope will be a great dracarys moment"
"drm7",2013-03-31,"loved tyriontywin dragons danys little smirk at the unsullied owners ignorance of her language skills tormund ok mance  had that cleverness about him but didnt look as hard as i thought davos  felt a little rushed to get to stannismel but his convo with sal saan was great barristan  it would have been nice to hide his identity but viewers would recognize the actor anyway so ok  putting all the starks at harrenhall seems forced and weird no belwas margaery at the orphanage a little over the top shaeroz  meh all in all  it was great im so excited the new season has started"
"pntrlqst",2013-03-31,"7510 but i always enjoy the episodes more on rewatch some of the dialogue made me cringe some of it made me smile wide something about balls brushing ankles and everything spoken in the tywintyrion scene from what i recall there wasnt a single scene i disliked while i thought the first two episodes of season two were strong neither escaped cleanly without a wtf scene cum in episode 202 and littlefingers idiocy in 201 come to mind here nothing i felt dragged down the episode because of its presence with that said slow but understandably slow"
"Broken Fox",2013-03-31,"solid 8 nothing huge or flashy but it set the stage for the next chapter in the story"
"NickSnow",2013-03-31,"rating 8 out of 10a very solid first episode i think there didnt think that there was anything particularly cringeworthy gooddavos very good stuff his conversation with sallador saan is very good as well as his interactions with stannis and melisandredaenerys dany had a very bad season last year but everything seems to be improving the unsullied are great as well as kranzys and missandei and a very good ending with barristankings landing everything in kings landing was very good as well i particularly liked the scenes with margaery lancel joffrey and cersei the dynamic between the lannisters and the tyrells is very well done also tyrions conversation with tywin was very good indeedbadjon snow and mance rayder meh i wasnt too impressed with the wildlings mance rayder did not have the necessary charisma to make me convinced that he had become the leader of all these wildlings and tormund giantsbane was underwhelming as wellcatelyn and robb there wasnt a lot of robb and cat in this episode and whatever is there is fairly underwhelming as well they arrive in harrenhal  and meet qyburn  huhuglyagain i didnt flip any tables in this epsidode i thought it was very good"
"Dragonblood Stormborn",2013-03-31,"i love the series truly i know its different in some ways from the books i was excited about this opening seasonepisode i agree with others it was a bit slow and im conflicted about some of the choices to change certain things for the tv show the scene between tywin and tyrion was powerful i must confess im struggling for some reason to understand shaes show character and role in relation to who she is in the book i hope sam will get a chance to use his dragon glass and prove he is the slayer after all i guess i can understand revealing barristen selmy right away instead of whitebeard makes sense for the show i wonder does this mean jorers character developments will be expedited as well i cant wait to see next week i love the a song of ice and fire and a game of thrones combo i wish they had insisted hbo do 13 or 14 episodes per season instead of a mere 10 13 for the 13 of qarth or 14 for 7x2 new gods smilepng classbbcemoticon alt  edited by dragonblood stormborn 31 march 2013  0955 pm"
"Darth Pipes",2013-03-31,"wrong post edited by darth pipes 31 march 2013  0939 pm"
"tito5601",2013-03-31,"i gave it an 8 overall great season i think the locations are even more beautiful than last season and the acting as always is top notch but in the end this was an episode to kickstart the season so maybe it wasnt the most interesting episode but every season needs an episode like this also comparing it to season 1 and 2 premiere i think they were both more interesting than this one especially with the way they ended"
"Lord Godric",2013-03-31,"one thing i am worried about if the purpose wedding is indeed next season what is there for sansa to do is the already established plan with littlefinger to sit on the back burner for a whole year"
"Lyanna's rose",2013-03-31,"i give it a solid 8 season premiere episodes are usually slow in general because there are a lot of story lines to try to catch up on i was a little disappointed by the change in the story jon tells mance on why he wants to join the wildlings because i really liked the bastard story but i think the tv version was also a really good substitute so im not complaining my favorite scene was probably tywin tyrion i thought danys first scene in astapor was really good too although i wish they had hinted at the fact that dany is only pretending that she cant speak valyrian idk if tv viewers would catch onto that maybe theyll bring it up later also since ser barristan was revealed so quickly i wonder howwhen hell reveal to dany that jorah was originally spying on her to robert edited by lyannas rose 31 march 2013  0946 pm"
"Lucamore the Lusty",2013-03-31,"same as last seasons opener heres a lot of setup and heres some new folks i expect next week to be about the same"
"kephv",2013-03-31,"i gave it 7 though even that feels generous the opening scenes with the watch were extremely dull as i expected nothing was shown for how they survived an army of wights and others as was jons meeting with mance some highlights include tyrions scene with tywin davos alone on the seastack and his meeting with salladhor and the unsullied being cut up thats about it the rest was setting the board though none of it particularly interesting the reveal of barristan was also a total waste and poorly handled hopefully the next episode is better"
"DarkAndFullOfTurnips",2013-03-31,"i was hoping they would have mance tell jon he had seen him before it sets up that awesome line jon has about why hes joining the wildlings the conversation they have was much weaker than in the books and i feel like mance is a bit too intense but thats my only complaint 810 overall danys story was great and i fucking love charles dance that scene was better to watch than to read and i loved reading it"
"lostinwesteros",2013-03-31,"i am torn on this one i was disappointed overall and im not entirely sure why what i loved were the parts north of the wall and with dany in astapor the dragons were super and baristan selmy but i wasnt bowled over by the rest of it ill have to give it a 7"
"Arya rules",2013-03-31,"was the battle of the fist just skipped and the end was the scene with lc and sam"
"alwayswinter",2013-03-31,"9 thought the tywintyrion scene was fantastic along with davos interactions with salladhorstannismel jons scene got better  better as it went was also pleased with tormund after hearing some had reservations regarding his characters portrayal plus the giant looked awesome thought danys scenes were good too  especially the unsullied one only the sansashaeroslittlefinger scene seemed a little disjointed to me otherwise it would have been a 10 great start to the seasonnow to rewatch"
"Zman1863",2013-03-31,"810 pacing was definitely slower than normal but necessary for the first couple episodes in order to set up the rest of the season the tyriontywin scene was superb and my favorite of the episode i also liked the joffrey and margery scenes a lot danys scenes were pretty good wasnt much of a fan of the beginning with the nw also wasnt thrilled with robbs scene headlined by a sensible roose bolton i was satisfied with everything else"
"cybobbie",2013-03-31,"gave an 810 because as a first episode of the season it was great but kind of slow understandable thoughreally liked the giant despite some of the critics that ive read here i love ciaran hinds as mance because i really feel that he can portray a very powerful character tormund was perfect for me as wellthe best scenes for me are tyriontywin dany with the unsullied and the last scene with barristan and i get the choice to not hide his identity what would seem really strange in the show the only scene that i didnt like much was robs scenes but i will watch the episode again in an hour and maybe i change my mind"
"fede989",2013-03-31,"pacing was slow yes but it didnt drag at all it flew by there were so many cool things and great dialogs in here and the cinematography keeps getting better fucking beautifulan strong 910 for me edited by fede989 31 march 2013  1001 pm"
"Nezzer",2013-03-31,"this was my favorite premiere so far i dont know if its because i knew all about the episode before watching it but i have nothing of importance to complain i gave it a 9 i just dont give it a 10 because stannis sounded too much like a douche when he ordered his men to arrest davos and because of the lack of the battle of the fist which bothered me much less than i expected"
"The Bastard of Chicago",2013-03-31,"id say 810 it was a good premiere not particularly great in my opinion tywintyrion was great as always i do wish we had seen some of the action in the north though"
"Ser Creighton",2013-03-31,"gave it a 4 and thought i was being generous danys scense were ok but not much going on arrival of selmy was expected and fell flat for me didnt feel any emotional context there selmys feeling about the targs was never explored on the show but now its very important to him got a quick look at drogon that was great all five seconds of it in the north the wildlings felt flat boring and grey jon once again not getting much time on screen makes perfect sense after all he is not really in the books at all sam suddenly sees his story change totally failed his job i am pretty sure the producers directors and writers are using cliff notes written by a person with add mance and the giant member felt generic in terms of their personalities shea and ros got a scene thats super who wants sansa and littlefinger together when we can have shea and ros bronn could care less about the multiple scences he found himself in tyrion has about the only note worthy scene in the entire episode tyrion and tywin its nota great scene but it is very good harrenhall with robb and cat the show is just going fully off script at this point davos for the first time i did not really enjoy his scenes it felt a bit forced and rushed and of course rather different from the books wasnt it thought stannis held up his end of the scene but not really a strong scene davos and his exploding temper whatever felt all in all like a bunch of flat scense strung together and only one of them had any real impact oh wait almost forgot marg and the orphans no wait i forgot on purpose"
"Florina Laufeyson",2013-03-31,"8 heads of the ned out of 10 i dug it quite a bit good stuff here some things like robb and cat being at harrenhal was mostly to put roose at harrenhal show marg is great"
"MoA«t",2013-03-31,"1010 only because theres no 12 and yes ive watched it twice so fara smoking winterfell in the opening credits that was 10 points right therelove the opening with sam he cant become spoiler the slayer right out of the gate its a great setup for sams arc we know who is alive and where ghost isgiant tormund actually giggled at the little skeletons buried mance perfect bronn  pod  yay cersei scared and not completely in control anymore because daddy is homerepairing kingslanding and all the shipwrecksdavos salador and you drank with me on four of my wedding days haaaaarobb at harrenhall anton lesser as qyburn oh yeah bolton already creeping me the hell out the tyriontywin scene was such a brilliant setup for whats to come all i kept hearing throughout was the sound of a spoiler crossbow  1000 pointsloved shae and sansa  since tywin has threatened to kill her and ros being protective of sansa to shae great setup so did littlefinger recognize arya he never confirms sansas questiondragons what an incredible sequence those poor dothraki stannis has been wormtongued gleeson is next level his littleboy face watching margaery walk fearlessly through the streets of fleabottom making friends great setupdinner with cersei in armor joffrey slamming her cersei underhandedly slamming him back about his father oh myastapor wonderful scene with the high valyrianspeaking douchbag another awesome setup i heard missandei say mhysa love the sequence with baby warlock cant believe anyone is complaining about barristan the disguise wouldnt play in a visual medium if the audience recognizes the actor joreh would look like beyond stupid if he didnt and its a waste of time that part of the plot has no bearing on the long game get to the point and get on with the story it also give more time for barristan to tell dany about her family especially rhaegar perhapsnot sure if anyone has caught the betweenshowings this season on hbo shots but theres a short clip of jon  ygritte in a hot spring in a cave biggrinpng classbbcemoticon altd  edited by moat 01 april 2013  0836 pm"
"Er Rn",2013-03-31,"gave it an 8 love show margaery"
"Ser Creighton",2013-03-31,"gave it a 4 and thought i was being generous danys scense were ok but not much going on arrival of selmy was expected and fell flat for me didnt feel any emotional context there selmys feeling about the targs was never explored on the show but now its very important to him got a quick look at drogon that was great all five seconds of it in the north the wildlings felt flat boring and grey jon once again not getting much time on screen makes perfect sense after all he is not really in the books at all sam suddenly sees his story change totally failed his job i am pretty sure the producers directors and writers are using cliff notes written by a person with add mance and the giant member felt generic in terms of their personalities shea and ros got a scene thats super who wants sansa and littlefinger together when we can have shea and ros bronn could care less about the multiple scences he found himself in tyrion has about the only note worthy scene in the entire episode tyrion and tywin its nota great scene but it is very good harrenhall with robb and cat the show is just going fully off script at this point davos for the first time i did not really enjoy his scenes it felt a bit forced and rushed and of course rather different from the books wasnt it thought stannis could of done more than stand or sit there davos and his exploding temper whatever felt all in all like a bunch of flat scense strung together and only one of them had any real impact oh wait almost forgot marg and the orphans no wait i forgot on purpose you know i made jiffy pop for this and this was not jiffy pop worthy"
"_Oberyn_",2013-03-31,"7 ok overall but bad writing most of the dialogue felt forced and even cheesy at times edited by oberyn 31 march 2013  1147 pm"
"Pinkie Baelish",2013-03-31,"i gave it an 8 i would give it an 8510 if it was possible really disappointed that we got no battle at the fist but i felt most of the other scenes made up for that pros tyriontywin was the standout good to see dance was as dickish as the book version i was worried season 2 softened him up too much loved the margaery scenes the great thing is that were not entirely sure whether or not she actually cares about the orphans or its just a publicity stunt also loved how joffrey seemed genuinely confounded at the display of royal charity liked the cerseimarge rivalry especially the fact that cersei also now chose a more provocative dress to rival marge its the little things that count hbo good to see a tyrion and cersei rivalry in seeking tywins approval really enjoyed davos arrest liam cunningham conveyed davos grief over losing his son so well cryinggif classbbcemoticon altcrying  well there was no way they were going to do the whole arstan whitebeard shtick so having barristan reveal himself worked just fine i liked the subtle shots of rooses face at the harrenhal massacre and of tywins letter a nice touch for those who know whats coming ecstatic to see the giant i was convinced that they would have been excluded good that they kept the whole kraznys translation bit the nonreaders seem to have enjoyed it quite a bit cons no battle at the fist at the very least they could have had sam kill the other hopefully we still get that jons reason for joining mance was a bit of a headscratcher his resentment over his bastardy as it was in the books was a far preferrable reason imo pointless boobs in bronns scene but i guess it was needed to fill hbos boobs per episode quota no arya or theon but thats just a minor gripe the backdrops in danys scenes looked pretty fake bit worried whether lf was bullshitting about arya or whether he actually recognised her at harrenhal but those are mainly small nitpicks overall i was satisfied the first couple of episodes always lays the foundation for the season and this episode did it quite well the filming seemed a bit different to previous seasonsdid anyone else notice this the writers have gotten more confident fleshing out characters like margaery which i do enjoy and the scenes from the books were done justice for the most part cant wait for next week edited by pinkie baelish 31 march 2013  1147 pm"
"Dank Jedi",2013-03-31,"i gave it a 6 i thought everything was great but how can you skip out on the battle of the fist of the first men our first chance to see the men of the nw fight a real battle against their true enemy and hbo decides that wasnt important isnt the underlying theme of the showbooks since season 1s prologue men v evil ice demons and their zombie thralls"
"Conchobar",2013-03-31,"9 it shat all over most of s2 to all the losers who gave it a 4 or less you will never enjoy the show enjoy life edited by cellio 01 april 2013  1233 am"
"Dma2282",2013-04-01,"i give it a 5 ive read the books but i tried to think of this show from the perspective of someone who hasnt namely my wife who only watches the shows the fist of the first men budget concerns aside needed a bit more fleshing out the wight at the beginning could easily have been mistaken for a ww and most viewers wouldnt know that white walkers are not flammable as tinder as are wights harrenhall was expected viewers cant be expected to follow all the locales plus nice intro of qyburn tldr the point being i have a seed of concern planted in my mind about this season ive thought that season 3 would be one of the best seasons of television period the source material is some of the best literature ive ever read and asos deserves to be treated as such however asoiaf is beginning to show its size and i wonder how much of the book will need to be cut and rushed to move the story along properly i still have high hopes but how will viewers take season 4 if it is not merged with dance with dragons and if it is what could possibly be the big spectacle selling point of each season danys beseigement a long boat ride with tyrion cerseis slow decline i love this as literature but i fear for the show that must try to piece this all together whilst keeping pace with the books whilst not cutting too many characters and causing a butterfly effect on booksseason 6 7"
"Corvinus",2013-04-01,"i think 710 with the tyriontywin dialogue and barristan being the high points of the episode margaery playing mother teresa and robb at harrenhal the lower points"
"DolorousKim",2013-04-01,"i gave it an 8  some great scenes some not so great scenes but overall a solid beginning to the seasonwhat worked for medavos and salladhor saan  i always enjoyed their relationship in the books and im glad to see that its been given time in the show great to see salla back again after the 2 minute teaser introduction last season and then nothingtyrion and tywin  this showdown was epic in the book and they delivered it strongly in the show dance and dinklage were superb probably the highlight of the episode for mebronn  i cant help but love both this character and jerome flynns portrayal  easily the most likeable character to me in this episodebarristan selmy  i am soooo glad to have sir barristan back again i dont even mind that they cut to the chase in exposing his identity so early onsansa and shae  im not a huge fan of sansa and i detest book shae but im very surprised that i find the shows take on their relationship to be intriguing never thought id find myself enjoying their interactionswhat didnt work for merobb being a total dick to cat  talk about character assassination this surely is not the robb stark who united the north and the riverlands is it im finding myself hardpressed to understand why anyone is following him at this pointstannis being a total douche to davos  wheres the bromance while stannis is hardly the emotive one his reaction to davos being alive was a bit cold even for him and then sending him to the dungeon like that  not liking itros as littlefingers righthand woman  no just no since when does littlefinger go about sharing his plans all willynilly with anyone and practically everyone littlefinger is acting more like ser dontos than lord baelishim reserving judgement on margary and mance since im not really sure how i feel about their characters and the actors portraying them at this point"
"buff daddy",2013-04-01,"didnt like this episode much at all the fist of the first men wasnt even really an event the wights attacking mormont in season 1 had more impact this felt like sam went to take a leak and missed the whole thing in that short amount of time i understand not being able to do a huge battle this early but they could have done a much better job at least showing the aftermath and its repurcussions the assassination attempt on dany felt like something out of one of the star wars prequels down to barriston being a jedi some girl with force powers and some robotic looking thing being the main threat loved the davos scenes especially his interactions with salladhor edited by buff daddy 01 april 2013  1219 am"
"Nezzer",2013-04-01,"this was my favorite premiere so far i dont know if its because i knew all about the episode before watching it but i have nothing of importance to complain i gave it a 9 i just dont give it a 10 because jons introduction to mance was much much better in the book and because of the lack of the battle of the fist which bothered me much less than i expected still i loved this episode"
"StarkDragon",2013-04-01,"its an opener so i suppose it cant be too amazing but ill be damned if the lannisters didnt steal the show the iron throne just aint enough for them is it srsly 1010 just for them harrenhall should prove an interesting fork in the road for our perception of robbs justice against catelyn and other diverges between book and show robb should be fun littlefinger and sansa creeped me out maybe its because i like evil lf all in all the lannisters destroyed all other actors id give it a 10 just for them and i actually enjoyed the robb counter perspective hell i loved barriston and the girl i almost died laughing mance was amazingly dissapointing and i didnt even care for him as a character disliked stannis himself sentencing davos and confuses me as to why they went this direction when stannis turns around and well that would be telling eh littlefinger and sansa really destroyed the episode for me though simplification or not sadpng classbbcemoticon alt  so 810"
"JonCon's Red Beard",2013-04-01,"considering all the stuff they fed up last season ill keep an open mind about changes because they have a lot to fix so i guess they will have to make more changes i think well see where are they going in a few more episodes ill watch it again with subtitles and then make a better opinion but generally speaking i was pleased my only complain was that i felt they flipped all dany pages in about 5 seconds in front of me jon scenes were a bit boring to me too"
"Greyjoy the Reaver",2013-04-01,"i gave it a 910 i thought it was a great episode the tyrion tywin scene was really good dany in astapor was sweet as well as the dragon catching the fish scene the appearance of mance raydar was excellent and jon snows dialogue with him turned out nice over all i feel like it was a very promising episode and i cant wait until next week i may even dig out my book and start reading it again im about 70 pages from the end of what im reading right now hmmmmm"
"Words of Winter",2013-04-01,"i gave the episode a 8 but i could easily be persuaded to go higher to a 9 10s for me are a rare feat so an 8 is really high season openers in a drama arc are very hard to do and they did it well and for me did it surprisingly close to what i remember from the books with minor tweaks of scene placement and character placement pros tywin and tyrion shout out to book lovers about tyrions nose the entire astapor scene while watching i remembered the book seemed pretty close they kept the nipple scene shout out to book lovers about tyrions nose cons margerys tv scene isnt in the book i dont think its been a while sense i read it i like the juxtaposition of her vs joffrey both want power but joffrey loathes his subjects and while margery probably doesnt care for them either she know she has to win their support and she has to do it publically nevertheless it slowed the pace down tormand better say har that is all i have to say about that"
"bent branch",2013-04-01,"i gave it 810 i thought the opening with sam interesting as everyone is saying the scene with tyrion and tywin is incredibly powerful i liked how they handled all of the dany material i actually liked the assassination attempt and the reveal of selmy a lot when littlefinger was speaking of arya i thought it was a veiled reference to spoiler jeyne poole  i had actually forgotten about the almost meeting of lf and arya in season 2 until i read other posts i liked most of the wilding stuff but mance raydar was a bit difficult the actor doesnt look like how i imagined mance to look nor did he have the demeanor i imagined mance would have however the disconnect between the show mance and book mance is not so great that i cant reconcile the two the difference between book jorah and show jorah is so great that i think of them as two entirely different characters i dont think it will be that bad with mance i like the guy portraying tormund i like what was done with margaery and joffrey this is one place where the show can actually add something more to the books both margaery and joffrey are nonpovs and the show allows us to see them from a different angle i find it fascinating how enthralled joffrey appeared to be margaerys take on noblesse oblige seemed to baffle yet enchant joffrey i really liked how both actors handled their scenes the only part i really had problems with was at harrenhal it just didnt feel right to me im kind of not liking show robb edited by bent branch 01 april 2013  0131 am"
"Holdfast",2013-04-01,"agree with those that thought it was a little slow disappointed we did not see the battle from the nw at the start  felt this was a letdown after where we were left at the conclusion of season 2 jons scene with mance i dont know felt a littleawkward liked the look of the growing dragons tyrions scene with tywin but looking forward to next week"
"Titan",2013-04-01,"my grade  8 i really enjoyed this  the slower pacing compared to s2 really helped  the scenes were all of sufficient length positives  a giant bowdowngif classbbcemoticon altbowdown   i liked jonmances first conversation not like the book version but i think it worked well  and was a nice bit subtle reminders of what happened to jon last season  all of tyrionss scenes were gold wcersei wbronn wtywin  liked the sansashae scene ros did not bother me here at all  margerycersei conflict is gearing up to be awesome  i like how this is being set up  dragons  krazny  missandrei  i love how this is being setup and that they are keeping the translation ruse  selmy  im glad they skipped the whitebeard identity  almost forgot valyrian negatives  not the best cliffhanger resolution at the fist  qyburns introduction was a bit strange and went by too fast edited by titan 01 april 2013  0139 am"
"TomBadgerlock",2013-04-01,"my grade  8i really enjoyed this  the slower pacing compared to s2 really helped  the scenes were all of sufficient lengthpositives a giant bowdowngif classbbcemoticon altbowdown  i liked jonmances first conversation not like the book version but i think it worked well  and was a nice bit subtle reminders of what happened to jon last season all of tyrionss scenes were gold wcersei wbronn wtywin liked the sansashae scene ros did not bother me here at all margerycersei conflict is gearing up to be awesome  i like how this is being set up dragons krazny  missandrei  i love how this is being setup and that they are keeping the translation ruse selmy  im glad they skipped the whitebeard identity almost forgot valyriannegatives not the best cliffhanger resolution at the fist qyburns introduction was a bit strange and went by too fastnice i agree with all of this"
"Kienn",2013-04-01,"the end of season 2 ruined the start of season 3 imo otherwise the opening could have been written differently and made more sense instead of sam somehow escaping the middle of the undead army and happening to run into mormont"
"Justin Danford",2013-04-01,"my biggest gripe is how apparent it is that juggling all of martins storylines in 10 episodes okay even 20 is getting extremely difficult even for brillant writers like d  d they are doing a good job with the scenes they port over from the book with all the minor changes but the scenes they add to try and tie things together seem wobbly ie little finger telling sansa he plans to help her escape random qyburn appearancesince season 1 the nature of the story and its expanse has caused each episode to jump and become very decentralized that cant really be helped i suppose but it gets almost formulaic at times 5 mins jon 8 mins tyrion 4 mins danny 5 mins stannis 3 mins rob 5 mins tyrion etc etc i think breather episodes like blackwater should be more commonplace  not as extreme where you only follow one story line but you dont have to cover a chapter from the majority of the major characters every episode give them each a bit more room to breathe so we get a greater sense of living with that character obviously that is a huge disadvantage of an on screen adaptaion but with a world so expansive and a season so short it gets really disjointed juggling all those povsas it is there was no arya jamie theon or bran in this episode they did a better job sticking with the character for a bit than they did in season 2 but im starting to believe having a character excluding maybe jon or danny ortyrion appear every 3rd episode might be a stronger way of depicting the story i believe blackwater was so loved not because of the battle which is great but because it really develops one aspect of the story and allows that single aspect of martins world to mature in all its richnesstldr feels like visual cliff notes at timesbut what do i know everyones a critic i still love the show edited by justin danford 01 april 2013  0159 am"
"TheEvilKing",2013-04-01,"good solid episode gave it a 710nights watch scene was a bit lame but to be expected on the budgetjons scenes didnt do a right lot for me apart from the giant which looked fantastic not particularly impressed with mance or tormund as yetrobbs scenes were okay mainly because of roose im a bit confused about what happened there though whats with all the dead northmendanys scenes were good the dragons looked great as did the harpy the exchange with the slaver was quality and the unsullied have been set up nicely nice to see barristanall the kings landing scenes were awesome apart from the sansalittlefinger one i did like ross final line though watch out for her with him the tywin scene was the best of the episode i also enjoyed the dinner scene poor loras having to sit there while they all throw veiled insults at one anotherthe davos scenes were all great too darth stannis is coming across as really dark fair enough though his story is quite dark in the books toolots of cgi this ep i wonder how thatll affect the budget"
"Isildur's Mane",2013-04-01,"i gave it 810 i felt it was a stronge start even if it was a touch slow i didnt mind that we didnt see all the characters it was only after i had watched the episode that i realised that we didnt see arya im not sure what i thought about jons story yet i liked mance even though it wasnt ecactly like the book but i didnt really like tormund though i will give him a chance i liked davoss story  even though he isnt a favourite of mine it was quick but it still put across what it needed and thought it worked well mel and stannis were great too not sure why robb was at harrenhall but i liked that we got introduced to qyburn bit creepy also  where is the greatjon i cant remember if he was in last season i really liked daenarys story too i felt it was really strong and a lot better from last season the kid was a bit creepy too i liked jorahs reaction to selmy margaery was great i love how we start to see cersei and her rivalry emerge tyrion and tywin was perfect smilepng classbbcemoticon alt  i didnt like how sam didnt send the ravens and how ghost just came out of nowhere and then morment et al burnt it but i did like how it was a prologue like in the books"
"Words of Winter",2013-04-01,"i have to say awesome bell curve going right now hopefully it continues it is almost symmetrically but shifted toward the goodexcellent side and not poorbad i would say this puts it above average cheersgif classbbcemoticon altcheers "
"a shadow",2013-04-01,"9i liked some small details that added to the whole tyrion picking up a heavy axe before opening the door to the queen in her golden clothes sansa choosing a game that is about being able to go away to start over to create a story margaery and loras just being normal at the kl which is rare for the city lolgif classbbcemoticon altlol  independent selfsufficient and not tensebest line any lies in particulardisliked how robbs story is told talisa marching by his side while he turns catelyn into isolation if it were so in the books i spoiler could absolutely see why roose gets fed up with the leadership lolgif classbbcemoticon altlol  stannis story on the other hand is better seen on tv the essence of the man was shown straightforward delusion and pretention good jobit was a calm episode to watch i was not looking for any particular moments from the books so maybe that helped"
