"nick","date","comment"
"NedFlanderStark",2012-05-13,"i dont feel too strongly about the changes because theyve been relatively well written inthis the acting wsa amazing this episode as well"
"Died a Hero",2012-05-13,"a strong nine the north scenes were great you know nothing jon snow im not sure how theyre going to handle the halfhand turn but well worry about that when the time comes i really liked that tywin made arya eat from his table knowing that someone was trying to kill me and that shes a highborn from the north somewhere was a very understated touch jamies scenes were the best of the season all youll have to do is die very jaime the story he told about ser barristan the bold was handled well even danys scenes were good if not a little stiff this week but i cant blame her with all the crap writing theyve tossed her way this season its a miracle she remembers how to act at all the overthrow was a cool add on they over foreshadowed the two miller boys but most fans who havent read the book probably still wont pick up on it that being said theons stuff this week was great all and all one of the better shows this season only five has been better and next weeks looks cool the back half of this season is standing up well just like last year edited by died a hero 13 may 2012  1032 pm"
"Ferrum Aeternum",2012-05-13,"rewatching and wanted to add one thing  emilia clarke was outstanding in this episode especially in the scene with jorah"
"Sand11751",2012-05-13,"too much jon  ygritte  her voice just annoys me wouldve been nice to see qhorins last instructions to him but maybe they could still put that scene in with jon forced to make a choice in front of the wildlings no idea what the hound is doing in sansas room after she has her first period  is he gonna teaching her about periods now  glad jaimes conversation with his cousin finally came to a point cause up that i was thinking wtf but compared to the conversation he could have had with catelyn about aerys it just seems ridiculous this was a five or six tonight only for that conversation between cersei and sansa"
"tfoxx22",2012-05-13,"i really enjoyed this episode just not as much as some of the last couple definitely an 8 or 9 though"
"_Oberyn_",2012-05-13,"9 one of the few good episodes this season no idea whats hapeing with jon now more pointless changes i was sad to see the spice king go he was the only good thing the tv show introduced i was hopping he would play a part as a yunkai envoy in the future"
"Pinn",2012-05-13,"even danys scenes were good if not a little stiff this week but i cant blame her with all the crap writing theyve tossed her way this season its a miracle she remembers how to act at alli would have preferred a little more of the subdued and tempered confidence that she has gained from believing in herselfa strength she uses in allaying any doubts she may have to herself while shielding them others around her it is that strength that has carried her and maintained her very loyal core of followers thus far i think the directing has made her a little too shrill and disempowered compared to my take of her from the booksjon  ygritte  i think the idea is to try to build some chemisty here hence the longer scenes"
"Prince of Dragonstone",2012-05-14,"really surprised to be enjoying ygritte on this show 100 due to the actress abilities i loathed that character in asos i thought her relationship with jon was a contrived plot pointone of grrms only missteps in the series but the actress playing her on the show might save this character for me and bring her into a new context i love the chemistry she has with jon in the books i was a bit relieved when she died but the show might actually have me bawling when she goes who woulda thunk it"
"Lord Ravenfrost",2012-05-14,"i think the episode was good save for too much jon and ygrette time i continue to love theons story most of which is ripped right from the book for the most part im glad they made a mention of the brotherhood without banners although they couldve let nonreaders know a little more about them other than they annoy lord tywin especially when tywin was complaining to the mountain about them attacking the fringes of their army spoiler something to the effect of lord beric cant be killed or lord beric and that damned red priest are like ghosts the qarth scene sort of took me by surprise where the thirteen died in a good way although i think dany is too bratty for my taste i like how they handled her dragon disappearance spoiler it will make more sense down the road for nonreaders when xaro shows up in meereen representing qarth i still cant see why someone would want to avoid reading the books but to each his own the robb stuff is starting to come into focus and i can see why so much time was spent on it i dont like how they are handling jons story but it looks like it will end up happening the same way it does in the book i still think grrms version of things is better but whatever i really think ghost should be with him more too but i guess that it costs too much to put him in most of the scenes they need to give the show more money so we can see more of the dragons and the wolves they are just as important as any of the side characters i gave it an 8 edited by sword of the late night 14 may 2012  1222 am"
"FacelessDude",2012-05-14,"overall an ok episode i was looking forward to jon letting ygritte go and then havin jon meet back up with quorin halfhand and the rest of the rangers the chemistry between jon and ygritte happened more in sos but i enjoyed their scenes together it really hit me when she said you know nothing jon snow the actress who plays ygritte is pretty and feisty they did a good job on theons character arc i liked how they mixed black lorren with the guy that was killed in cok by theon when raiding the fishing villages so they combined that well i also liked the look of emotion on theons face when he sees the bodies of bran and rickon priceless they do a great job of replicating the book version of theon"
"7V3N",2012-05-14,"im assuming the halfhand gets captured as well and jon and qorin will be ordered to fight eachother qorin then gives him his final command i could see it working out alrightthats what i think too though i like what happens much more in the book"
"Michaelj",2012-05-14,"i really enjoyed this episode i give it 95 was still quite shocked of the ending and what jaime lannister did"
"BoldAsYouPlease",2012-05-14,"810 best episode of the season for me good remarkably good scenes by the actors playing the lannister twins of all the cast the actor playing jaime comes closest to how i envisioned the characters and he made the most of some very substantial scenes in this episode cersei is actually something of an improvement over the book version at this point  shes more of a fully realized woman than bookcersei and her obvious realization of what joffrey is and her guilt over her part in creating him were quite effective dinklage didnt have much to do but he conveyed tyrions essential nature as he sought to comfort his sister  decent just as he described myrcella and tommen dance and maisie williams were again interesting and it was a relief to finally see lord tywin impose some limits on the amount of presumption he was willing to put up with from a serving girl bad more pointless and annoying squawking by dany bad writing but the actress is also just not very strong why would anyone ever follow this daenaerys dragons or no pyat pree appears to be insanely overpowered  with such abilities he should have taken over all of westeros and essos long ago the jonygritte scenes became tiresome enough to negate the beautiful northern scenery there really is no suspense to theons reveal of the two child corpses  no one believes bran and rickon are dead the sacrificiallamb status of the winterfell refugee boys was telegraphed too blatantly oh and im really really sick of the robbtalisa nonsense edited by boldasyouplease 14 may 2012  0123 am"
"drigoly",2012-05-14,"best episode so far in this season my first 8 if it werent for the supermen quarth shit with pyat pree i would have given it a 9 not gonna give a 10 till i see blackwater so 9 is my highest for all the other episodes tonguepng classbbcemoticon altp   love the changes they did with the arya chapters in harrenhall smilepng classbbcemoticon alt  edited by drigoly 14 may 2012  0139 am"
"Direwolf Lager",2012-05-14,"doing a great job with the winterfell storyline even without the reeds however im disappointed with how weak theyre making daenerys look theyre giving her a bit too much of the targaryen madness also interested to see how the changed jon snowqhorin halfhand conflict plays out"
"Direwolf Lager",2012-05-14,"also not enjoying the portrayal of tywin lannister hes supposed to be the most feared man in the seven kingdoms but hes coming off as a big softy"
"rmholt",2012-05-14,"i gave it a 10  before it was even over  for the tywinarya exchange for the line of ygritte did you pull a knife on me for the jaime escape and recapture and finally for tyrion being so ocd about tactics v strategy"
"The Knight of Flours",2012-05-14,"not quite a 10 but the best of s2 so far 910"
"rmholt",2012-05-14,"810 againloved all the stuff at robbs camp including talisas reaction when robb wants to take her to the crag methinks a certain lady westerling hasnt quite been forthcoming with king robb biggrinpng classbbcemoticon altd omg of coursethe jaimealton scene was fantastic because it succeeded in drawing me into the notion that it was just a long expository scene then wham well played ddme toothe sandorsansa scene was ok albeit rushedthis relationship has been so sluggish but is picking up some steam the cerseisansa scenes really hew to the book  she is at once sansas best friend and worst enemy tywin lannister is not a moron at least not a complete one he knows arya is highborn and i suspect given milordmy lord has known all along since apparently ty will be leaving harrenhal next week that little plotline is about to come to an end i am seeing it as a puzzle tywin is diverting himself with and peeking around the fourth wall we get a lot of information by spying on tywin during this time which was pretty distant in the book it tickles me they used the mlord thing bc i caught at once that she was doing the my lord and thought it was a mistake  and just now in adwd have reread this little lesson roose gives to theonreekjon  ygritte was fine but a little long and drawn out could have done with one fewer scene of them wandering around in the snowi think the actors felt the same way although a candidate for line of the week was in that first scene it was apparently a vehicle for giving us a little lecture on the wildling culture and north historyit next sunday yeti knowah"
"rmholt",2012-05-14,"doing a great job with the winterfell storyline even without the reeds however im disappointed with how weak theyre making daenerys look theyre giving her a bit too much of the targaryen madness also interested to see how the changed jon snowqhorin halfhand conflict plays outi wonder how much of this is her limitations as an actor"
"rmholt",2012-05-14,"they do a great job of replicating the book version of theondoes anyone know offhand  did the actor lose some weight between starkness and ironness"
"rmholt",2012-05-14,"dear david nutter i can barely pick the dialogue out of the accents and fasttalking please do not have arya talk with her mouth full of turnips tia"
"salt",2012-05-14,"the first 10 ive given out of the season perhaps it deserves a 9 but the theres not much fish left in you line pushed me over the edge"
"Kvothe_ModTech",2012-05-14,"there was a few good moments but overall this is the first episode that has really annoyed and disappointed me i feel as though they have ruined jons storyline if they dont make it that halfhand gives him the command then i will be thoroughly pissed off i loved the scene with tywin and arya they are great together dany just seems off i dunno she was really good in the first season but has been underutilized this season very disappointing i dunno just didnt feel this episode maybe i wish it was closer to the books to much"
"Envie",2012-05-14,"so many deviations from the books but so far most of those deviations are working in favor of the story very well i was really concerned how they writers would condense so much detail into short one hour episodes without losing the intensity we all loved in reading those details it seems like they have an excellent handle on how to keep the story moving in the more or less same direction as the book while at the same time fleshing out some great dialogue and character development we didnt have from the book the arya  tywin pairing has been absolutely phenomenal theres no way it could have been as good if theyd kept it as it was in the books with her working the kitchens or for roose bolton so glad to see jaime lannister back at the forefront of the story once again after a long departure from his part in it due to being a captive the surprise with that long exposition scene was definitely a shocker and well done reminds everyone that jaime is still a very dangerous man even in chains i am a jon snow fan what female reader isnt cmon and i approve of the reworked ygritte character i found her annoying as hell in the book and was disappointed when he started to fall for her theyve done a much better job making her feisty and attractive than my impressions of the girl in the books plus her constant antagonism of jon and how the nights watch are a bunch of sorry idiots without women with your hands then  no wonder youre all so miserable  well that was just pure gold i enjoyed the dramatic twist on the qarth plot line it was a real snoozefest to me in the books except when dany went in the house of the undying so adding this crazy drama is pretty good plot manipulation to keep danys story interesting pyatt pree is insanely creepy and believable if not a little too powerful with his illusions i also loved the interactions between cersei and sansa  makes her much more believable than she was in the books a lot of people dont like how shes been turned into the worrisome mother figure but i for one appreciate the more realistic take on iti think theyre doing a good job trying to keep the audience tied in to her storyboth pitying her hating her and even admiring her at times tyrion and cersei are now on the same page briefly i think this was done as another illusionary tactic to make viewers think things may turn in favor of the lannisters before blackwater theons story and scenes continue to be amazing amazing amazing ill discuss it in more detail i the other thread as i am too tempted to spoilers i gave this episode a 10 the pace was faster more intense and left almost every scene  story arc with a cliffhanger setup for next week edited by envie 14 may 2012  0359 am"
"LostSoul",2012-05-14,"i am alittle disappointed i must admit i was really hoping we would see the scenes of the undying and how they portray the prophesies now we are going to have to wait next week for it love tywin and arya scenebrilliant piece of acting by both actors i do like how they taking the storyline with dany cant wait to see next weeks episode i gave it 710"
"Lord Rickard Snow",2012-05-14,"im simply amazed on how well they can keep the story straight on the tv showwith the massive narrative the books offer its a seemingly daunting task with tvs time budget and monetary constraints props to dan and db for putting an amazing show together and i can only hope and im sure i speak for most people who enjoy the show well have many many more seasons of the show i enjoyed the arya tywin scene i thought it was well captured the shot of tywins neck right out of aryas mind like were watching her thoughts well shot could someone please get maester luwin a tissue and tell him its ok theyre only a little crispygreat scene and end to the episode just like the books always leaving you wanting a little bit more thanks for reading my pov and my first post on this forum"
"The Anti-Targ",2012-05-14,"ok if this is how jons story plays out ill consider this a very strong episode almost worthy of a 9 the band who has surrounded jon is relatively small so qhorin et al descend on them to rescue jon ygritte escapes with a few wildings jon joins back up with the halfhand and takes all sorts of shit from his brothers then ygritte returns with a much bigger troop of wildings and were back to how things play out in the book i need jon and qhorin to have that conversation if that doesnt happen it will be the biggest disappointment of the season what gives me hope is that ep 8 is grrms episode eta no its not ep 9 is ok so maybe the convo happens in ep 9 hopefully he insisted on being the one to write that scenei thought cersei coming out and actually admitting to tyrion that the kids are children of incest was going too far cersei may turn to tyrion as the only adult family she has but shed never fully let her guard down like that it doesnt sit right with the nature of their relationship especially with her attitude and deep seated loathing of tyrion of course it does probably segue into cersei being a complete bitch to tyrion next episode and she has all the more reason to be all out nasty because she showed a moment of vulnerability to him still i do not approve of the admissionking of qarth and murdering 11 of the 13 did they need to go there not sure it certainly ramped up danys jeopardy and pyat pree is certainly all sorts of unsettling drives dany into desperation and urgent need to move on and ultimately to head to slavers bay so a mixed bag in qarthgood ending with jaimecatelyn and theon and the effigies i think they did a bad job with the paper mache dummies for bran and rickon ok ive never seen a tarred body before but they even seemed to lack heft hanging on the ropes so they just screamed out fake so kinda took me out of the scene a tad great expression on theons face though so a very strong finish pretty sure the noobs will see the bait and switch though too many clues in the episode still theons expression at the end will give people pause wondering where the truth lies810 from me edited by the antitarg 14 may 2012  0425 am"
"Isy",2012-05-14,"one of the best episodes so far absolutely gripping twith interludes of poignant backstory some very memorable scenes nice amount of time with each set of characters changes to quarth are brilliant jon snow changes first half good last scene too much of a change potentially 910"
"Sun",2012-05-14,"what an ending the episode fully deserves the 9 i gave it for that ending choreography alone and the music for that last scene was just perfect the string movements mimicked the palpitating beats of my heart as i saw those two small charred bodies and then theons face tremendous job by the directer and editori absolutely love the changes to qarth for the first time since the book 1 im finding danys arc interestingthe one thing i disliked about this ep was jaime killing alton dramatically i completely see why they did itit makes karstarks need for revenge against jaime much more plausible and defensible than the booksit returns to his character an agency thats been stripped away by him sitting in a cell all season after all jaime is a dangerous and the audience needed reminding of itit makes his future awakening of conscience and briennes affect on him far more powerful and poignantit makes catelyns choice to release after she hears about her boys more logical now that she has reason to believe that robb will no longer be able to guarantee his safetyso i cant really justify my dislike for this particular change except perhaps in being a true jaime fangirl i take any change to his character no matter how slight or justified with the prickliness of a nun invited to tea in a brothelim also sorry for the changes to jaimes conversation with cat the shit for honor chapter is my favourite of all the books containing what is imo the best dialogue scene that grrm ever wrote what i saw tonight didnt hold a candle to the written word thats not to say that show scene didnt work it did its just that it could have been so much better im still hoping well get more of the catjaime conversation as it was in the books next epjon and ygritt are really cute a lot of chemistry there and the sight of the wildings surrounding him on the violetwhite icy hills looked so beautiful and quite intimidating a powerful ending to jons arc this ep and i must just say that the shots of iceland are worth every penny theyve spenta wonderful hour of tv i can now very safely say that over the past 3 episodes got has become the best show on tv right now for meetai forgot to mention robbtalisa much better tonight i thought the first time i watch these 2 together without cringing at the terrible dialogue also theres a decent amount of chemistry coming through suddenly its not so improbably that i might very well enjoy this coupling next seasonalso tywin and arya one of the best scenes of the night world building and character insight in perfect harmony edited by sun 14 may 2012  0533 am"
"Sun",2012-05-14,"this deserves its own post david nutter is to my money the best director got has had so far  yes even better than alan taylor i hope they keep him for the 3rd season"
"OzorxOron",2012-05-14,"would have been a good 8 from me that was until the ending id give it a 9"
"The Meeraculous Third Reed",2012-05-14,"ill go through my usual pros and cons just a disclaimer first some of the rating will be based on the fact that until i see changes enacted in a positive way they are considered slightly negative enough to take off roughly a point pros acting all round it was almost uniformally goodminus imo emilia clarke special shout out to nikolai costerwalder he is jaime likewise i doff my hat to ygritte all the scenes round robbs camp today that storyline finally became worthwhile karstark placed in very well it also now gives us a reason for robb being away from the camp and catelyn when he hears of bran and rickons deaths and subsequently falling into jeynes arms though they did say he was coming back at dawn so that might be delayed an episode either way it was good the death of alton lannister was also very surprising i didnt expect it generally most of the other storylines were good minus a couple that i shall discuss imminently im also adding an extra mark for that shot of harrenhall great great shot cons jon snow is semiincompetent this annoys me he is a future lord commander and he keeps on getting bettered admittedly i get the feeling he may escape next week and as such can reunite with the halfhand in a satisfactory way but still it vexes me also how did ygritte ever get the attention of the wildlings that surrounded jon qarth i dont necessarily mind the dragons being stolen but pyat pree has become some fucking superman and the murder of the rest of the thirteen makes no logical sense also emilia clarkes acting im genuinely torn as to whether she is purposely trying to make daenerys the whiny moron she becomes now or whether its just simple bad acting i hope it does end up that bran et al return to the crypt i want theon to have been properly outfoxed and not just missed them via bad luck also not a con so much as yet to be confirmed but i hope that luwin knows about the bodies the same as he does in the book yara is back next week so i shall give it an 8 overall"
"kailelizabeth",2012-05-14,"910 really great episode the last few episodes have been great as well but this one really hit it out of the park i would have given it a 1010 but danys scenes really blew it for me granted i dont like her much in the books but theyre really dragging her story out this season and it really doesnt help that emilia shouts almost every one of her lines makes me roll my eyes when she shouts im the mother of the dragons for the love of god we know but other than that everything was perfect especially the winterfell scenes alfie allen is doing a great job i didnt think much of him in season 1 but hes blown me away this season"
"TC_Chaos",2012-05-14,"i gave this episode a 10 all the pieces are starting to fall in place for the last 3 episodes and hearing igrytte say you know nothing jon snow reminded me so much of the books"
"ipsuel",2012-05-14,"i gave it an 8 based on tv entertainment value i dont like what they did with jaime fastforwarded thru dany hated her in the books too though and i still dont like the jeyneposingasanother bit  seems unnecessary actually a lot of the changes seem silly to me but i love theons portrayal love the tywinarya combo and like ygritte im worried about certain arcs but ive decided that if i want to enjoy the show i simply cant expect to see the real bookbased story come to life its not gonna happen so im taking the show as a basedinwesteros drama and leaving it at that it gave me a good hour so i gave it a solid 8 "
"Jamie Lannister",2012-05-14,"810 jaimes storyline couldve been expanded a little and that brutal killing of alton was just well the kingslayer was accursed in the eyes of the righteous but the kinslayer the ending was harrowing even knowing what i know"
"Thunderfist",2012-05-14,"i gave the episode a 3 i liked the theon scenes and the scenes with sansashaethe hound i disliked the rest"
"The Monkey",2012-05-14,"good episode 810 the winterfell scenes were great the ending was sufficiently powerful i wonder if nonreaders will be fooled by bran and rickons supposed deaths the harrenhall scenes were great as always glad that tywin is showing some ability to see through aryas lies i like the humanization of cersei great acting from lena headey two points off for the drawn out scenes beyond the wall although i do love the actress playing ygritte and the seemingly omnipotence of pyat pree"
"boojam",2012-05-14,"pretty much condenses what needed it and restructured what needed it for a visual drama i will have to watch it again because i couldnt understand what osha said as she and the bran crew disappeared the whole walnuttheoncleftjaw interchange left me scratching my head as if they were on the trail and they decided  o well we will forget about the boys and display a dead bran and rickon huh figuring that nikolaj has gotten so little screen time this season they had to get something from his salary that sequence must have timed out at one of the longest of the season with really only two episodes to make some kind of closure where the heck are they going with oona chaplin  rose leslie is really good dd really lucked out with their casting department the jon and ygritte bit plays well for the time being it looks as if the story will play out as in the book and george can really improvise on the page for the readers enjoyment but the rest of this story does not make a lick of sense for me it is what it is well  wondered how dd were gonna fix georges rather travelogeee qarth looks like its showdown time at the ok corral  err i mean house of the undying did care for how over dramatic they made the coup datat at the 13 chambers  especially considering the fireworks for dany in storm of swords i hope in seasons 3 and 4 they can get that all in i think we have had interviews with three different actors on the show about lets not overuse the the dragons  well uh how about under using them i think they have been on screen for a total of 30 seconds since e9 may be all taken up with one story sure are gonna be a lot a dragons in e8 and e10 i guess unknown dothraki warrior shows up for a third time edited by boojam 14 may 2012  0643 am"
"rmanoj",2012-05-14,"im normally one to complain about big changes from the books but i actually liked this episode  810 ive come to believe that the more sympathetic cersei is an improvement over the ridiculous book character i hope they never mention maggy the frog and her descent into madness come season 45 will be more effective this way the only points that really annoy me are  casual kinslaying jaime you cant really compare it with lancel or bran alton had done nothing to offend him and posed no threat to him and the escape plan was foolish and never likely to work in the first place as people have been saying this will really make his redemption harder to swallow  jon is still portrayed as far too incompetent and gormless although ygritte was done well  dany was annoying as usual but i dont really pay much attention to her stuff anyway edited by rmanoj 14 may 2012  0705 am"
"WinterWarrior",2012-05-14,"i thought this espisode was ok i gave it a 7 i really felt it was in some ways a tranisition or set up episode for things to come the theon scenes were well done but i really missed having the branrickonoshahodor group hiding in the crypts i am almost positive now they will encounter the reeds on the road also the scenes with jamie were long and somewhat boring but they have to do this to set up the future story line of jaimie and brienne to show how awful a person he is and how he begins to changeand i am not sure what the point of aryatywin is since they did not speak even once in the book why is it important to show this relationship developing on the tv show i cant figure out where that story line is going also  are there only 9 episodes this season hbo said only 2 episodes to goi thought there were 10 this season i like the sandorsansa focus and that makes me optimistic that sansan will continue to be a story line in future books as well as on tv edited by winterwarrior 14 may 2012  0713 am"
"bikie",2012-05-14,"i enjoyed the episode but didnt think it was one of the stronger ones of the season the bran and rickon cliffhanger was too telegraphed and i havent spoken to a nonbook reader that thinks they are dead yet like renlys death i think it should have had a bigger impact on the audience and was not handled properly dany is just as annoying to me in the show now as she was in the books and i didnt feel that way in season one at all as someone pointed out i cant tell if that is the actress method with this character or she is showing some limitations on how to handle dany this season ygritte is fantastic better than i expected from her character though i agree with some others that they are making jon snow way too incompetent while i enjoy the chemistry of arya and tywin immensely i just wonder if that storyline will yield anything significant to the story other than two actors having a great dynamic together ive really enjoyed the season but with everything that happened in book 2 i would have expected a faster pace rather than the character development path they have chosen"
"Chelly",2012-05-14,"810 i liked the episode a lot i just didnt love it as much as last episode still great though the charred little boy bodies of bran and rickon was disturbing you think after the bastard massacre in the season premiere id be a little less shocked by some of the horrible things that happen to children on this show but that visual still disturbed me more jaime more brienne i love brienne telling dudes off and having cats back and gag him i was like lol catelyn is so badass ygritte was too funny and then he said turn around another lol moment the cersei and sansa exchange was very good you wont love the king but you will love his children the women were on point this episode for me i even liked shae helping sansa out and threatening the other handmaid at knife point to not to the queen about sansa getting her period"
"Lord of Cheese",2012-05-14,"yes brans lines were a dead giveaway that they would not be killed very very poor execution no pun intended it should have had teh same impact on tv as it did in the books werent we supposed to have the bastard of bolton in this one i thought the books had a little too much soldier leading the captive now the tv series found a way to add jon and ygritte to that mix sigh but it was an ok episode overall as i didnt feel like raging as much edited by lord of cheese 14 may 2012  0735 am"
"Wun Wun Greyjoy",2012-05-14,"i loved the changes to qarth the crying was really annoying to me in the story and if the series xaro cried that much id laugh making pyat pree a bamf was awesome he did creepy so well aryatywin i cant say anything different their dialogue is so fantastic it has been a great change and harrenhall is so visually fantastic i still do not like the changes to jon i feel that the love story is being pushed too quickly"
"White Raven",2012-05-14,"710 i really liked the winterfell and harrenhall scenes creepy pyat pree and the kingslayer but all in all last weeks episode was better"
"Oberyn King",2012-05-14,"great acting a good episode overall but the changes in jons storyline kinda make him look like an idiot"
"A Redeemed Hound",2012-05-14,"i give it a solid 9 one of my favorite episodes although not a ton happened i loved the character development in this one and the back stories for the non readers i dont care anymore about the changes from the book jon was captured and i believe they will already have or will capture halfhand as well and then he and jon can make their agreement i also love ygrette she is great a bit too pretty and clean but she nails the role love the aryatywin scenes he is babbling and she is thinking of stabbing him in the neck love it also the jaimebrienne chemistry is already beginning loved that too qarth scenes were good love quathe hope she is in more of the series too since she must give dany her warnings and prophesies but how are there only 2 episodes left i thought there were 10 for the season 2 would be 9 there is too much to do blackwater reek winterfell house of the undying weasel soup etc wtf"
"Reposado",2012-05-14,"the best of the last few definitely but mostly because of how spectacular every jamie scene was jons plotline is backfiring and really i dont see how he can like ygritte the way they have done her character"
"The Meeraculous Third Reed",2012-05-14,"ahhhhhhhhhh a big footnote to my original post a huge potential mark decrease now hangs over the release of the kingslayer if he is released prior to the news of bran and rickons death then this is a fatal error it is the reason as to why catelyn frees him to provide any other reason is farcical if this occurs episode and series take a massive blow"
"The Greenseer",2012-05-14,"9 really great now for the nitpicking the changes in the storylines actually keep the show interesting though i dont love them all the other posters have made some good points theon was a perfect blend ruthless clueless and desperate dany is coming off a bit crazy bratty tywin scenes are good tv he sure can eat and drink it seems as often as arya shuttles back and forth to the table haha not sure why they let the hound find the moons blood still hate the new mountain actor he has no emotion and is too thin whereas the old mountain was straight scary dont love briennes awkward portrayal another flaw that really bothers me for some reason hodor hodor sounded like a shakesperian trained actor when he intelligently states hodor twice he is a halfwit he is supposed to mutter hodor as a reflex to something he cant express yet somehow conveys his emotion such as hodor or hodor or hodoooor how hard is it to get that right not sure how the cat sized dragons are going to burn down the house of the undying anyone edited by the greenseer 14 may 2012  0835 am"
"The Greenseer",2012-05-14,"ahhhhhhhhhh a big footnote to my original posta huge potential mark decrease now hangs over the release of the kingslayer if he is released prior to the news of bran and rickons death then this is a fatal error it is the reason as to why catelyn frees him to provide any other reason is farcical if this occurs episode and series take a massive blowi agree but still think there is time to work in news of bran and rickon before his release i think that may be one of the cliffhangers in the final episode leaving non book viewers to believe the stark boys are dead till next season meanwhile cat frees jaimie edited by the greenseer 14 may 2012  0843 am"
"Thunderfist",2012-05-14,"i agree but still think tere is time to work that in before his release that may be one of the cliffhangers in the final episode cat frees jaimieconsidering that the general concensus seemed to be that jaime wouldnât survive the night if he remained in the stark camp i assume heâll be set free early in the next episode unless itâs a really long night pun intended"
"Stallion That Mounts Texas",2012-05-14,"gave it a solid 9  i like the changes as it makes for good television 1 the pyat preexaro takeover of qarth was well done they had to do something to make that side of the world interesting cant wait for the house of the undying 2 im loving the exchange between tywin and arya as smart as tywin is he has to have some idea of who she really is he knows that there is no way she is a stone masons daughter 3 i dont know if i could see jaime killing a relative even a distant one i like the spin on his escape though 4 the seeds of the red wedding are slowly being sown  the fall of winterfell the release of jaime the supposed death of bran and rickon robb is coming back from the crag wed to jenynelady talisa all that is left is the blackwater i have one major gripe it was supposed to be ramsay who devised the plan for the millers boys i wonder how much depth will the writers give the ramsay character"
