"nick","date","comment"
"Tywin",2011-05-16,"some spoilers in my review for potential nonbook reading viewers beware apologies i dont know how to hide stuff with spoiler tags etcanywaybest episode thus far in terms of pacing a few tiny things bothered me but they were miniscule overall i give this a 8favourite bits mountain smacking loras from his saddle and the hound stepping in littlefinger and varys banter in the throne room end fight outside of littlefingers brothel between ned and jaime arya seeing the dragon skull anything tyrion says and bronn kicking arse lysa being suitably weird just how i pictured her not quite how i pictured the eyrie but cool nevertheless totally how i pictured the sky cell thoughgood additions not from the booksthe scene with cersei and robert i felt was well done for fleshing robert out a bit more than just a drunken lout i think i think it was an understated pivotal moment personally in showing how loose everything is held together in terms of the power in westeros  also gave cersei a bit more substance beyond her being a bitch less necessary in the book but vital i think for a tv formatthe scene with theon and the prostitute provided some good exposition that shows hes got a chip on his shoulder feels he has something to prove and will make his actions later on resonate all the moreminor annoyancesloras and renly it made renly come off as too soft and unsure of himself i think though that from the angle of a tv series its good for ratings to show that gay characters exist  makes the world seem more multidimensionalthe scene went on a bit too long though the gayness was made too blatant and it over emphasised an aspect of renlys character that was never there in the books his whole fear of blood etc i suppose this sets things up for when he does go to war though later on  to show he has something to provesansa needs more exposition i think i think more evidence of her realising her ideas of gallant knights and pretty gowns are childish fantasies in light of whats going on is needed edited by tywin 16 may 2011  0229 pm"
"LadyStormHeart",2011-05-16,"my favorite episode so far i absolutely love peter dinklages portrayal of tyrion  seriously he steals pretty much every scene hes in i also was not expecting fullfrontal theon hello i loved the scene between loras and renly i still cant believe that after reading the books 3 or 4 times i never picked up that they were gay i found that theory on the boards and on the last read through i finally caught the signs i do think they are making renly out to be a wuss but im ok with it also the scene between cersei and robert was excellent the only thing i dont really care for is that they seem to be trying to make us sympathetic towards her and i cant quite figure out why but either way great so far the series gets better and better with each episode"
"valacirca",2011-05-16,"this one felt like an 810 for me i didnt exactly like the episode as much as most of the people here seem to have liked it but one thing that the episode certainly had going for it is that it was the most focused episode thus far no wall scenes no dany scenes it made the episode feel tight and wellpaced one thing that i felt while watching this episode though i found myself thinking that there are too many scenes throughout the show that merely consisted of two characters purely engaging in a dialogue to move the story forward lazy screenwriting imo"
"Sancho",2011-05-16,"i am very much disappointed with this weeks entry i feel like the sloppy writing and directing led to action sequences without the proper atmospheric buildup and to heavyhanded exposition and characterization lacking both depth and subtelty let me elaborate gregor vs loras the tournament sequence felt out of place in this episode it should have been edited into episode 4 instead as it would have provided more thematic unity also we just saw a total of two jousting matches spread over two episodes so its hard to get emotionally invested maybe if we saw jory sandor and jaime joust in other rounds and had a setup of the tournament structure in general it wouldve played out better as it was yes we saw a big dude behead a horse but it lacked the emotional impact that it couldve had loras and renly thanks hbo for browbeating the viewer with their gayness was that really necessary an ambiguous glance wouldve been enough instead we get littlefinger publicly outing the lovebirds but wait lets also have loras shave renlys chest and just in case that chestshaving might not be obviously gay enough let us also have loras suck renly off and lets add some slurping sounds for good measure overkill much theon and ros ummm more exposition meets sexwithawhore except that we learned nothing which we didnt already know from last weeks tirade with tyrion and from this weeks bran and luwin mythology exposa waste of scene topped off with gratuitous fullfrontal nudity littlefinger vs varys yes we know that they are both operators with many spies it was already established do we need a pissing contest where they try to outdo each other in their sneakiness my spies saw you and ned well my spies saw you and ned first well my spies saw your spies see my spies out of character for both varys and littlefinger ned and jaime fight jory getting killed shouldve had more emotional impact instead we get a flashy bladeineyesocket stabbing that ultimately left me cold bad direction tyrion and cat arrive at the eyrie yes we get that lysa is batshit crazy but it mightve been more effective to establish her crazyness a bit more gradually maybe stretch out the entry into the castle in a way as to make the breastfeeding 4 year old more effective instead we get a cut from a previous scene and bam breast again poor execution cersei and robert one of the rare scenes that i liked this week the great delivery from mark addy contributed some much needed depth to the kingqueen dynamic in summary this episode and unfortunately the series in general felt like it was rushing trough various plot points the character development scenes lacked subtlety and i felt like i was being clobbered with character motivations and relationships instead of being allowed to feel them out trough action and natural dialogue a well acted facial expression can communicate more than 5 minutes of exposition i hope that i will be proved wrong but i have lost faith in this adaptation 510"
"Hyper",2011-05-16,"biggringif classbbcemoticon altd i hope that i will be proved wrong but i have lost faith in this adaptationdont worry im sure you will be proven right somehow edited by hyper 16 may 2011  0157 pm"
"Bronn Stone",2011-05-16,"7 too heavy on combat tournament got shortshrifted trip to eyrie far too rushed"
"Nine of Spades",2011-05-16,"slightly offtopic question why is danys child considered so dangerous when theres already an existing more direct targaryen heir in viserys is it because they all know veserys is so weak he wouldnt be a serious threat i never understood that from the books and i never got it from the tv series eitherviserys is still a beggar looking for an army in their mind the son of a khal wouldnt have to beg though in truth thats assuming westerosi customs"
"Songlian",2011-05-16,"i gave it a 7 though it was more like 75 as others have said before the pacing and editing was really good i loved the jaimened fighting scene and every little bit of the hands tourney short as it was it was grrreat on the not so good side i think they are exaggerating with the nudity did we really needed to see theon banging ros i suppose that was essential for the plot somehow since the entire scene lasted about as much as the feast at winterfell did i dont agree that it was for showing theons character didnt tyrion pressed sufficiently on that in the last episode jaime to jory too and even theon stating it vaguely at one point to bran ok so the guy has self esteem issues nuff with the angst stuff already in that same note  scenes that lasted too long and dont bring that much to the story  varys and littlefinger robertcersei i wish they would have used that time to bring out more details from the scenes that were actually in the books though i do see how the cerseirobert one explains a few things and i liked it lots edit why they spilled out the gay factor between loras and renly right from the beginning its beyond me edited by songlian 16 may 2011  0344 pm"
"GSP",2011-05-16,"too heavy on combat seasons two and three definitaly wont be up your alley then honestly i cant wait till the gloves come off without combat any given fantasy series is just a soap opera while wearing swords"
"Aoife",2011-05-16,"all the comments about the slurping make me wonder if people missed those during tyrions scene in ep1 they werent from him drinking or they would have stopped when he did or if its somehow different if the slurper is male other than that this was by far my favourite of those weve seen up to this point i think cutting out a couple of locationsstorylines really helped bring everything together and yes i mean that even with the additional material providing enough time that we probably could have jumped back over to one of those storylines  i think the new scenes didnt disrupt anything as much as a pov shift would have the only things i didnt like were the things i mentioned in the epspecific discussion thread the first anyway first i dont think lf would have been that open about taunting renly at the joust  loras and renlys relationship was an open secret that means that 1 its unlikely that most people who mattered at the tourney wouldnt already have been aware and 2 lf wouldnt have been bandying about something so widelyknown it just doesnt seem his style anyway at least not oneonone secondly something about the lorasrenly interaction and personalities seems off to me i always saw renly as more gregarious and charming and less full of selfdoubt okay i can buy that hes never thought of being king and loras is the more ambitious of the two i just dont see either tv interpretation as the type to inspire the admiration they seem to get in gotthebook i also dont see this renly as being lorass sun but maybe that will become more obvious as we get more interaction between the two onscreen"
"Holymoly",2011-05-16,"best episode yet without a doubt the best scenes were actually those that didnt appear in the book because they actually added to and explained much of the subtext so well the scenes between littlefinger and varys and robert and cersei were suberb not so sure the relationship between renly and tyrel was quite so blatant or neccessary in the books though"
"Bronn Stone",2011-05-16,"too heavy on combat seasons two and three definitaly wont be up your alley then honestly i cant wait till the gloves come off without combat any given fantasy series is just a soap opera while wearing swordshaving read those books between 50 and 100 times each i have a pretty good idea what is coming i dont mind the big battles at all strategy and planning are interesting it is only swordbanging that leaves me yawning id rather gouge my eyes out than try to watch 300 again but i can watch i claudius over and over again because it is better"
"Kalbear",2011-05-16,"this was my first 10 and definitely great the new scenes were largely brilliant including the amazing cerseirobert scene the book adaptations were downright horrific and awesome horse getting decapitated on screen holy fuck neds chastisement was grand aryas encounter with illyrio and varys followed by her smacking the fuck out of two guards was incredible and i didnt miss danyjon for a second peter dinklage is so incredible as tyrion and the cattyrionbronnlysa interactions are awesome i only vaguely didnt like the loras casting but that was really a minor quibble i cant wait to watch it again"
"Daenerys",2011-05-16,"things that irked me didnt like sandor keeping his fist raised with loras i dont remember that being in the book i feel like book sandor would have scowled spit at loras not the king and stalked away angry at having been forced into a conflict not of his own making for this creampuff knight who he wouldnt respect loras is bad hes not nearly as beautiful as hes supposed to be in the books making sansas swooning a little hard to believe but the dude has an uncut toothpick body i dont see how hes a master swordsman or can even hold up the jousting lance frankly he looks ridiculous as a great knight in his armor again i think he should look more like this renly too small and weak not charismatic or confident enough scene between varys and littlefinger went on too long and set them up as much more outwardly confrontational than in the book could be an interesting take on it but i dont think its needed to show it that way i feel like they both work behind the scenes and wouldnt want to give away any information they didnt have to including knowledge about each other didnt like the lighting when arya was hiding int he dragon skull scene should have been darker mostly torchlight but at the same time i thought the skull was not at all obviously a dragon skull even in hd would people who havent read the books even recognize it as such nedjaime fight should have been in the dark and in the rain not yet another sunny palmtree day in kings landing yeah plotwise it doesnt really change anything horribly i just thought they missed an opportunity to set a great mood there think about the fight between rutger hauer and harrison ford at the end of blade runner would that scene have had the same impact in sunny dry daylight the storm has started with this fight this is where it all really starts going downhill they should have had the environment play a role in reinforcing that the long shot of the eyrie kind of cool but i always pictured it carved into the side of a cliff instead of as a freestanding structure not sure why the moon door should be a hole in the floor for one thing its a waste of space just doesnt seem as practical as an actual door in the wall the tournament still looks terribly small and cheap i guess its over now cant tell like episode 4 they didnt really give many clues as to where were at with it people advancing being officially crowned as champion etc we visit it randomly a couple times to fit in some key scenes but thats it it seems forced in branluwin scene game of thrones the board game seemed a little off and unnecessary i get that they were trying to lay out the landmapfamilies for people unfamiliar with the world but it was clumsy and boring for me what was the point of ned going to see the other robert bastard the baby he already knows about gendry isnt that enough ok he saw the baby fine it doesnt really prove anything more than he already knew even if the baby actually is roberts its the word of a whore after all and you cant really see that it looks like robert and he did this while he must have known his family would be in increasing danger with each passing minute he has his daughters isolated in their rooms and posted his best guards there feels like ned visiting the whorehouse again was a lazy excuse to set him up for the jaime fight not brought on by true motivationsthings i liked everything else was completely awesomei just wish they would think about each scene and try to think what simple things could we do to make this more dramatic or clear or is this scene even necessary there are small things that could be changed or added that would improve scenes but it seems like they just didnt take the time to ask those questions in every casestill great episode overall"
"Tywin's bastard",2011-05-16," what was the point of ned going to see the other robert bastard the baby he already knows about gendry isnt that enough ok he saw the baby fine it doesnt really prove anything more than he already knew even if the baby actually is roberts its the word of a whore after all and you cant really see that it looks like robert and he did this while he must have known his family would be in increasing danger with each passing minute he has his daughters isolated in their rooms and posted his best guards there feels like ned visiting the whorehouse again was a lazy excuse to set him up for the jaime fight not brought on by true motivationsthat scene was pretty much word for word from the book other than that in the book its played out in eddards head as hes riding back from the brothel even the whore looked just like the book described her the reason why the scene is there is thus best directed to grrm himself but spoiler no its not enough seeing gendry one child doesnt prove anything as even siblings from the same parents can look differently just as sansa and arya doesnt look much alike at all the whole case against roberts children is that every single bastard robert has fathered looks just like him regardless of how their mothers looked while his supposed true born do not"
"Keltess",2011-05-16,"the scene between cersie and robert bothered me because and i know someone will correct me if my memory fails me didnt cersie say in the books that robert had got a child on her once and she had gotten rid of it  you cannot make a character as ruthless as cersie sympathetic because she is a complete and total scheming power hungry narcissistic bitch as far as robert goes power just seems to have corrupted a man who was a doughty fighter and perhaps charismatic leader ned is obviously shocked and disappointed by the changes in a man he thought of as his brother too bad he didnt twig a little earlier might have saved himself and his family"
"SerArthurHeath",2011-05-16,"9 great episode with some very strong scenes performances and dialogue would be 10 but as much as im trying to ignore it because it shouldnt matter so much i am really annoyed at the way they did jaime vs ned i knew it was coming but i genuinely think as i have stated too many times on the spoiler thread that it will negatively affect all future seasons to a large enough degree to be considered a calamitous decision"
"arrowfan",2011-05-16,"gave this one a 7 wasnt my fav ep the scene with renly and loras was too much a departure from the book and didnt seem to add much i most certainly did love the scenes en rout and at the eyrie the battle with the wildlings was pretty tight and gorey it had impact probably my fav shot of all was tyrion looking over the edge of his skycell weeeeee varys littlefinger and ned all have great on screen chemistry was a coming out for theon pun intended at first i didnt like this casting but now i think its quite good his face and acting really match his character type and story arc was fun to finally seehear some more sandor hopefully they wont keep stealing his lines giving them to other characters like last ep"
"Elrick",2011-05-16,"man the actor that plays gregor clegane is perfect the guy just seems completely and utterly psychotic how he went off on loras btw i disagree with those that say loras isnt buff enough as ive always pictured him not having a lot of muscle but rather trim and some what athletic looking renly on the other hand is not how i pictured him but that doesnt bother too much as it would be a hard thing to find the exact right look in my opinion also the ideal that renly and loras scene as being a major departure of the books i disagree with in essence as i understand why they did it this way for one tha audience who havent read the books wouldnt pick up on the hints in the books about their sexuality it didnt bother me as much as i knew some who had no probs with men doing women would bottom line great so far gave it a ten edited by elrick 16 may 2011  1006 pm"
"Carldog",2011-05-16,"things that irked me really you thought this ep good doesnt sound like it didnt like sandor keeping his fist raised with loras i dont remember that being in the book i feel like book sandor would have scowled spit at loras not the king and stalked away angry at having been forced into a conflict not of his own making for this creampuff knight who he wouldnt respect loras is bad hes not nearly as beautiful as hes supposed to be in the books making sansas swooning a little hard to believe but the dude has an uncut toothpick body i dont see how hes a master swordsman or can even hold up the jousting lance frankly he looks ridiculous as a great knight in his armor again i think he should look more like this renly too small and weak not charismatic or confident enough scene between varys and littlefinger went on too long and set them up as much more outwardly confrontational than in the book could be an interesting take on it but i dont think its needed to show it that way i feel like they both work behind the scenes and wouldnt want to give away any information they didnt have to including knowledge about each other didnt like the lighting when arya was hiding int he dragon skull scene should have been darker mostly torchlight but at the same time i thought the skull was not at all obviously a dragon skull even in hd would people who havent read the books even recognize it as such nedjaime fight should have been in the dark and in the rain not yet another sunny palmtree day in kings landing yeah plotwise it doesnt really change anything horribly i just thought they missed an opportunity to set a great mood there think about the fight between rutger hauer and harrison ford at the end of blade runner would that scene have had the same impact in sunny dry daylight the storm has started with this fight this is where it all really starts going downhill they should have had the environment play a role in reinforcing that the long shot of the eyrie kind of cool but i always pictured it carved into the side of a cliff instead of as a freestanding structure not sure why the moon door should be a hole in the floor for one thing its a waste of space just doesnt seem as practical as an actual door in the wall the tournament still looks terribly small and cheap i guess its over now cant tell like episode 4 they didnt really give many clues as to where were at with it people advancing being officially crowned as champion etc we visit it randomly a couple times to fit in some key scenes but thats it it seems forced in branluwin scene game of thrones the board game seemed a little off and unnecessary i get that they were trying to lay out the landmapfamilies for people unfamiliar with the world but it was clumsy and boring for me what was the point of ned going to see the other robert bastard the baby he already knows about gendry isnt that enough ok he saw the baby fine it doesnt really prove anything more than he already knew even if the baby actually is roberts its the word of a whore after all and you cant really see that it looks like robert and he did this while he must have known his family would be in increasing danger with each passing minute he has his daughters isolated in their rooms and posted his best guards there feels like ned visiting the whorehouse again was a lazy excuse to set him up for the jaime fight not brought on by true motivationsthings i liked everything else was completely awesomei just wish they would think about each scene and try to think what simple things could we do to make this more dramatic or clear or is this scene even necessary there are small things that could be changed or added that would improve scenes but it seems like they just didnt take the time to ask those questions in every casestill great episode overall"
"valacirca",2011-05-16,"episode rankings based on poll results so fare05  873e02  813e04  798e03  787e01  787e03  e01 by virtue of having more votesoverall show ranking so far based on a tally of all votes through five episodes 8110"
"YoDaddy",2011-05-16,"gotta be honest about the renlyloras thing it bothered the shit out of me maybe its because i am a bit homophobic but i dont think it was the sex that bothered me it was in the way renly was portrayed i dont remember him being such a puss in the books he struck me as a fun loving funny and somewhat fearless dude he japed about barristan being old he made fun of his drunken brother and offered ned his help in securing the kingdom in no way did he come off as roberts weak little brother like he did here also isnt he supposed to resemble robert in his heyday as far a loras goes isnt he supposed to be the prettiest man in the realm and have brown hair like his sister this guy falls short now before you trash me for gay bashing im not a big fan of any of the gratuitous sex scenes in any of it do we really need to see everyone naked to get the point across that they are having sex i get the dannydrogo part it shows how dany entrances the big dothraki i also get the cerseijaime one as well we are supposed to see the perverse nature of their relationship and just how fucked up the lannisters are dont get me wrong i love sex and even watch porn but for some reason some of these scenes just make me uncomfortable still stick with 8 rating as i thought it was the best episode so far"
"John (Snow) Doe",2011-05-17,"8 overall id say the best episode yet  the action scenes were a welcome departure from the usual mold and i applaud the decision to focus almost entirely on kings landing and avoid the wall or the targaryen plot line with so much going on less was more in hindsight i guess my criticism of the fight scenes all 3 is that they seemed too short  wouldve loved to see more of bronn in action i also felt the 2 stark guards that got speared went down too easily and jory getting a knife through the eye felt too fabricated and staged and tyrion was supposed to have taken an ax to the mountain men you know from later in agot and acok that hes actually quite formidable in h2h combat the fight choreography and cinematography seemed a bit off to me too mad props on showing gregor killing his horse  its all too easy to opt not to show that but it adds so much flavor i was a big fan of the lorasrenly scene coupled with the winterfell scenes focusing on theon weve gotten some nice setupforeshadowing for season 2 as if there was ever any question of its being produced the robertcersei scene was fantastic  an excellent departure from the book with vivid character development lena heady has said in interviews that her interpretation of cersei is that she once had sincere affection and hopes for her and robert this made the climax of that scene much more dramatic for me  cersei asked robert if she could ever have filled the void left by lyanna and he said no he then proceeded to ask how that made her feel and she took a sip of wine and replied with indifference  in that one shot of her sipping the wine and replying we saw cersei confirm in her head her decision to kill robert i loved it is anybody else disappointed that theyve outed jorah mormont as a spy 2 seasons early"
