"nick","date","comment"
"jons nissa",2013-05-19,"hey what do they mean in two weeks are they going to skip next week because of the holiday so the ratings wont have the memorial day dip so the sansanistas must be having a coronary loved how puddles bit it and drunk tyrion is no fun cersei would be a nightmare for loras if that marriage ever came to be lucky for him it will never happen cant wait for next week edited by jons nissa 19 may 2013  0907 pm"
"axels15",2013-05-19,"ugh 2 weeks"
"Zman1863",2013-05-19,"i was totally expecting coldhands until the scene itself now im kinda pissedits done as a cliffhanger in the book anyway its just a bit more of one"
"Greyjoy67",2013-05-19,"i was totally expecting coldhands until the scene itself now im kinda pissedoh come on hell be in at some point that was a fabulous scenethis episode man so good and danys arse mmmmm"
"Doctor Steve Brule",2013-05-19,"dddddddddaaaaaaario good episode though not much happens but its not that boring"
"teemo",2013-05-19,"yeah one week hiatus  memorial day devilgif classbbcemoticon altdevil "
"Ser Joe of House Targaryen",2013-05-19,"sansa not kneeling was one of the few things she had control of in her life at that point in time and was a strong moment for heri see your point and its a great scene in the book but show sansa is just at a different place she seemed to have more sympathy for tyrion than in the books to be honest i always found it upsetting that she wasnt more kind towards tyrion he was never cruel to her"
"Ser_Patreck",2013-05-19,"wont it kind of make a difference that grenn wasnt there to see sam kill the other yep i hated that sam actually built a sort of a reputation there now i wonder why would the brothers listen to him at all"
"Tom son of Tom",2013-05-19,"i still dont completley grasp why stannis has such a hard on for robb to name him first of the 3i would have thought tywin would be in there before baylon greyjoy i guess i need to read the bookstywin isnt a king balon is a king albeit self declared as is robb"
"Logodnica",2013-05-19,"sansa not kneeling was one of the few things she had control of in her life at that point in time and was a strong moment for herim not sure they didnt show it as a choice moment as in they didnt show her understanding what it meant to kneel and end the mockery they showed it more of a of course i would do that momenet where she didnt realize that he couldnt reach her and she knelt when she realized maybe what they are going for is sansa is so kind she would of course kneel love her more instead of sansa realized what it would mean to spare tyrons feelings and so she knelt she has no malice towards him perhaps im dissecting it too much"
"mafalda",2013-05-19,"ftfy smilepng classbbcemoticon alt lol well she is my girl crush but im sorry to say daario outshadowed her ive been waiting for him forever yum"
"Roboginger",2013-05-19,"good episode not the best this season its up there thoughi think if they did not have tyrion be a decent dude to sansa before the wedding they could have pulled off the sansa no kneel move without her coming off as a dick but as it was filmed i think she would have come off as mean"
"Colonel Green",2013-05-19,"now that the episode has aired i can say that in my opinion they quite blatantly chickened out on the entire sansatyrion story there were obvious production reasons why it wasnt going to be exactly like the books but essentially every creative choice they made in relation to it was aimed at sanding all the rough edges off it so that none of the major actors apart from the shows goto asshole joffrey and i guess tywin would come off looking bad in the process they reduced one of the most harrowing parts of the third book to a limp noodle dramaticallyto be honest i always found it upsetting that she wasnt more kind towards tyrion he was never cruel to hertyrion was her leastcruel jailer but he was her jailer nonetheless edited by colonel green 19 may 2013  0909 pm"
"teemo",2013-05-19,"yep i hated that sam actually built a sort of a reputation there now i wonder why would the brothers listen to him at allright"
"Logodnica",2013-05-19,"i still dont completley grasp why stannis has such a hard on for robb to name him first of the 3i would have thought tywin would be in there before baylon greyjoy i guess i need to read the booksits going to be the order in which they die"
"JonDunn",2013-05-19,"i was disappointed they showed stannis naming the three names with the leeches i think its going to be obvious to the part of the audience that pays attention what it means oh well"
"Nezzer",2013-05-19,"omg in next time edmure dancing all happy at the weddingseriously he dances i missed that in the previewedmure dancing at the rw mellowpng classbbcemoticon altmellow  smuggif classbbcemoticon altsmug  lolgif classbbcemoticon altlol  lmaogif classbbcemoticon altlmao "
"Logodnica",2013-05-19,"yep i hated that sam actually built a sort of a reputation there now i wonder why would the brothers listen to him at alljon will listen when he is made lord commander of the nights watch and jons friends will take up the refrain sam the slayer itll be a good moment for jon"
"Frumpus",2013-05-19,"we will know soon enough but oona chapmans reportedly told got boses that she will no longer film topless scenes hmmi really hope its because she wont be filming any scenes at allhttpwwwtelegraphesssceneshtmlwow way to not read the article oona chaplin was talking about another actress on the setstill kind of shitty that they wrote ros out of the show simply because she wouldnt do nudity anymore"
"teemo",2013-05-19,"now that the episode has aired i can say that in my opinion they quite blatantly chickened out on the entire sansatyrion story there were obvious production reasons why it wasnt going to be exactly like the books but essentially every creative choice they made in relation to it was aimed at sanding all the rough edges off it so that none of the major actors apart from the shows goto asshole joffrey and i guess tywin would come off looking bad in the process they reduced one of the most harrowing parts of the third book to a limp noodle dramaticallygood point they simplified it quite a bit"
"Tom son of Tom",2013-05-19,"yep i hated that sam actually built a sort of a reputation there now i wonder why would the brothers listen to him at allthis no one is gonna believe him or gilly maybe they will cut slayer out all together"
"Moseh Khayim",2013-05-19,"oh come on hell be in at some point that was a fabulous scenethis episode man so good and danys arse mmmmmit was one of the best episodes this season thats not the point im starting to doubt well see coldhands at all"
"Logodnica",2013-05-19,"i was disappointed they showed stannis naming the three names with the leeches i think its going to be obvious to the part of the audience that pays attention what it meansoh wellnot sure because most tv viewers have forgotten about balon greyjoy"
"Ser_Patreck",2013-05-19,"btw loved danys what do you mean i dont speak dothraki perfectly wellnewsflash mother of dragons sometimes husbands will lie to their wives so they feel better about themselves p"
"piratesswoop",2013-05-19,"i hated that scene where tyrion came to sansa before the wedding and got her to smile but i guess dd cant allow precious tyrion to ever look like a bad guy banggif classbbcemoticon altbang "
"Kaiser Stormslayer",2013-05-19,"why are you in here if you havent read the books loli started reading the summaries to get a grasp of the story and  well i ended reading more than i should have i suppose stannis problem has to do with the stark parley with renly"
"Newstar",2013-05-19,"man gendrys not having the greatest season is he i kind of figured sansa would kneel i also kind of figured the wedding night scene would play out more or less as it did in the books only without physical contact and without either sansa or tyrion getting completely undressed there was something kind of funny about sansas smallclothes being a white tunic thing i was reminded of mormon undergarments rather than the pink corsetgrey skirt combo she usually wears it was very much attention tyrion youre about to defile an innocent angelic virgin costuming heh edited by newstar 19 may 2013  0914 pm"
"Greyjoy67",2013-05-19,"it was one of the best episodes this season thats not the pointim starting to doubt well see coldhands at allhes a big part of the books dont be silly"
"Minsc",2013-05-19,"to be honest i always found it upsetting that she wasnt more kind towards tyrion he was never cruel to herbesides you know keeping her prisoner or agreeing to make her forcibly marry him and his family"
"teemo",2013-05-19,"seriously he dances i missed that in the previewedmure dancing at the rw mellowpng classbbcemoticon altmellow  smuggif classbbcemoticon altsmug  lolgif classbbcemoticon altlol  lmaogif classbbcemoticon altlmao lol well it goes by so fasti had to try pausing like a dozen times to get it looks like hes running or dancing or something very jovial surrounded by 3 or 4 girls"
"redriver",2013-05-19,"question folksdid coldhands appear with the ravensdid they attack wights dont get to see the show until tomorrowa brief description of the scene would be great"
"tito5601",2013-05-19,"nice to see sam kill the white walker and darrio was cool"
"Greyjoy67",2013-05-19,"man gendrys not having the greatest season is hei kind of figured sansa would kneel i also kind of figured the wedding night scene would play out more or less as it did in the books only without physical contact and without either sansa or tyrion getting undressedyeah when everyones done nitpicking as usual id like to see how brilliant that whole scene was dinklage and turner played it beautifully"
"-Ghost-",2013-05-19,"it was one of the best episodes this season thats not the point im starting to doubt well see coldhands at allcoldhands is confirmed sam meets an older gentlemen was one of the synopsiss"
"jobmartell",2013-05-19,"daario has become ros no likey"
"Ser Joe of House Targaryen",2013-05-19,"besides you know keeping her prisoner or agreeing to make her forcibly marry him and his familynone of that was his doing youre acting as if he was complicit in all that planning in the books he most definitely was not"
"Zman1863",2013-05-19,"im not sure they didnt show it as a choice moment as in they didnt show her understanding what it meant to kneel and end the mockery they showed it more of a of course i would do that momenet where she didnt realize that he couldnt reach her and she knelt when she realizedmaybe what they are going for is sansa is so kind she would of course kneel love her more instead of sansa realized what it would mean to spare tyrons feelings and so she knelt she has no malice towards himperhaps im dissecting it too muchits another one of those moments that is conveyed through sansas thoughts rather than what she says or does it cant be done as well on the screen at the very least they didnt prolong the moment to portray her in a worse light"
"Jojosh",2013-05-19,"wow way to not read the article oona chaplin was talking about another actress on the setstill kind of shitty that they wrote ros out of the show simply because she wouldnt do nudity anymoreis that sonow i kinda feel bad that they killed her off the way they didas for the sansa not kneeling stuff thats a perfect way to make her come off as a bitch to everyone who watches the show as joffrey is already making light of tyrion and that would sort of mesh to seem like shes compounding the humiliation a good choice to just ignore it not sure what type of strength its showing edited by jojosh 19 may 2013  0916 pm"
"Tom son of Tom",2013-05-19,"seriously he dances i missed that in the previewedmure dancing at the rw mellowpng classbbcemoticon altmellow  smuggif classbbcemoticon altsmug  lolgif classbbcemoticon altlol  lmaogif classbbcemoticon altlmao in the preview it looks like he is being escorted by several women for the bedding i would assume hes not dancing but he looks extremely happy"
"Grail King",2013-05-19,"very pissed they took away sansas fk u to the lannisters"
"alexislalas",2013-05-19,"it was a good way of adapting the wedding scene but it would have been perfect if it had been a surprise for sansa it would have been a much better line of story maybe coldhands will be replaced by jojen in the way that through his visions he will know where the three eyed raven is or bran will know if they are taking away other parts of the book i see them taking coldhands also"
"Colonel Green",2013-05-19,"none of that was his doing youre acting as if he was complicit in all that planning in the books he most definitely was nothe was just following orders"
"Summerfell",2013-05-19,"coldhands is confirmed sam meets an older gentlemen was one of the synopsissthat was part of the synopsis for this episode i also thought coldhands was gonna be in this episode"
"Ser Joe of House Targaryen",2013-05-19,"he was just following ordersunfortunately yeah it was not one of his finer moments i think he more than makes up for it later though do i wish he had the big brass gold since hes lannister to stand up to his dad way before sure but alas"
"-Ghost-",2013-05-19,"maybe coldhands got moved then but why would they write that in a synopsis to begin with edited by ghost 19 may 2013  0918 pm"
"Ser_Patreck",2013-05-19,"can we please not turn this into a tyrionsansa topic pretty please with sugar on top"
"Minsc",2013-05-19,"none of that was his doing youre acting as if he was complicit in all that planning in the books he most definitely was nothe had the authority to trade her for one of his cousins and he could have freely said no to tywin"
"Ser Joe of House Targaryen",2013-05-19,"coldhands is in in a episode synopsis it says sam meets an older gentleman who else would that bethat was in the synopsis for this episode the older gentleman was not coldhands"
"Ser Joe of House Targaryen",2013-05-19,"he had the authority to trade her for one of his cousins and he could have freely said no to tywinyour opinion not mineyour totally wrong by the way p"
"Garlan Marius",2013-05-19,"im certainly no book purist but we finally got to a change that made me rage sansa kneeling at her wedding i was livid"
"-Ghost-",2013-05-19,"that was in the synopsis for this episode the older gentleman was not coldhandsso maybe the scene got moved last minute why would they write that to begin with"
"Moseh Khayim",2013-05-19,"coldhands is confirmed sam meets an older gentlemen was one of the synopsissit was this episodes"
"go joff go",2013-05-19,"great episode especially the final scene i personally would have liked them to keep the kneel but in the show universe it would come off as unspeakably hoorible thing to do at that moment people never forgave book sansa for what she did and grrm always says he never intended her to be seen in such a poor light so i dont really have that big of a problem with it"
"Broken Fox",2013-05-19,"melisandre is hot and all but that scene was retarded and went on way too long"
"Ser Joe of House Targaryen",2013-05-19,"so maybe the scene got moved last minute why would they write that to begin withask dd pretty sure we got the older gentleman though doesnt mean ch doesnt show up in ep10 who knows"
"Newstar",2013-05-19,"very pissed they took away sansas fk u to the lannisterstheres no way she could have done it in the show without coming off as a dick and the writers knew it edited by newstar 19 may 2013  0923 pm"
"Minsc",2013-05-19,"your opinion not mineyour totally wrong by the way pso tyrion wasnt acting hand nor does he have any sense of free will in how that is the only way that your case is true"
"-Ghost-",2013-05-19,"ask dd pretty sure we got the older gentleman though doesnt mean ch doesnt show up in ep10 who knowsi was thinkin that too but did he really meet him if thats the case then i think they put that in to fuck with us and theres no ch"
"Garlan Marius",2013-05-19,"theres no way she could have done it in the show without coming off as a dick and the writers knew ittheir fault for whitewashing tyrion"
"alexislalas",2013-05-19,"the older gentleman was to decieve the book readers"
"Ser Joe of House Targaryen",2013-05-19,"so tyrion wasnt acting hand nor does he have any sense of free will in how that is the only way that your case is trueok this will be my last comment on this because i dont feel like getting bogged down into a lame debate where clearly neither party will change their mindtyrion did some things where sansa was concerned that yes were not in her best interests but sometimes people just dont have the courage or the strength to make the right choices people even good people have weaknesses clearly where tywin lannister is concerned tyrion has some issues so yes he does have free will and he did make some bad choices but i never believed for one instant that tyrion had bad intentions toward sansa ever not while he was hand not when they married and not on their wedding night tywin cersei and joff clearly did thats the difference between the lannisters in the books for mefinsmilepng classbbcemoticon alt "
"Kasrith",2013-05-19,"dont know where to drop this so here lol spoiler httpspbstwimgcommediabkrmj5lciaenncapng edited by kasrith 19 may 2013  0928 pm"
"Colonel Green",2013-05-19,"theres no way she could have done it in the show without coming off as a dick and the writers knew itno they deliberately chose to strip away all the context for her doing it particularly by having her find out much earlier and removing or minimizing all the reasons she was justly uncomfortable with tyrion"
"Lord Elrosir",2013-05-19,"if sansa wouldnt kneel it wouldve just insulted tyrion and gave pleasure to other lannisters sans tywin stupid point to nitpick about also viewers wouldve hated sansa for it and quite frankly after next weeks episode theyll need to cling to all the stark love they can"
"Outtawack311",2013-05-19,"were those birds on the weirwood near sam a reference to bloodraven or was i imagining it"
"Bastard Walder",2013-05-19,"im certainly no book purist but we finally got to a change that made me rage sansa kneeling at her wedding i was lividif she didnt kneel the audience would hate her forever a sort of necessary evil lol"
"GeneralChen",2013-05-19,"stannis im going to take credit for all the forthcoming deaths lol the birdsahhhh the birds"
"Ser Steven",2013-05-19,"wont it kind of make a difference that grenn wasnt there to see sam kill the othernot really all they have to do is when sam is telling the story of how he and gilly escaped have gilly jump in and say and sam kill an other with dragonglass then have green be like oh sam the slayer"
"Bastard Walder",2013-05-19,"were those birds on the weirwood near sam a reference to bloodraven or was i imagining itone of them may have been bloodraven but theyre the murder the crows that follow coldhands"
"chimere",2013-05-19,"maybe im remembering wrong but tyrion wasnt cruel to sansa before their wedding he even told her she could marry lancel if she wanted and she said no it was just a total surprise for her she didnt want to kneel because she felt she didnt have to since it was her wedding also in the books when tyrion says they dont have to have sex until she wants to she says what if i never want to in a mean way right i think it would have been better for the viewers if she didnt kneel and later tyrion asks why and she says it was my wedding i shouldnt have to kneel if i dont want to it might have made the audience feel bad for her but i understand why they did what they did"
"nothatso",2013-05-19,"im wondering if theyve cut out the bit about robbs will"
"Dio Forel",2013-05-19,"i love the books but i am no purist purists clearly need to pay attention to the episode sansa saw joffrey that maniacal little prick take the stool away from tyrion she stood there fully aware the stool was taken away knowing tyrion couldnt reach with the cloak hearing the crowd laughing at tyrion and she kept her back turned to him it was only when tyrion tugged on her like umm hey please kneel down that she actually obliged then later he mentioned consummation and she breaks out the alcohol which she only drinks when it is necessary then she goes on to say what if she never wants him in her bed and watches him pass out maybe she wasnt a blatant bitch about it but as far as i saw she knew very well tyrion was being laughed at and stood her ground until he pleaded relax purists"
"Khal Pono",2013-05-19,"that episode was dynamite id call it my favorite from season 3 so far it gets us back on track after two mediocre episodes heres what i loved lots of choice dialogue straight from the book especially during the wedding scene and during danys parley with the second sons the stannisdavos conversation in the cell was fairly faithful to similar conversations from the book lots of clever little winks and nods as well as a metaconversation about winking itself i love that dany is struggling with the same dothraki phrase that irri was trying to teach her in season 1 some cool foreshadowing too note that after melisandre burns the leeches they cut straight to joffrey drinking a cup of wine i love it in the tub scene there may also have been a bit of teasingforeshadowing of forthcoming scenes involving missandei serving dany lots of good oldfashioned got nudity how ravishing was carice van houten in the gendry sex scene it boggles my mind that some people think shes not sexy enough to play melisandre in my book it was the hottest scene so far in the entire series and how beautiful was dany rising from the tub as a show of strength which is a callback to gwen christies scene in episode 5 she looked fierce and incredible and it puts the rumors to rest that emilia clarke somehow takes herself too seriously to show ta as falsely reported in articles like this httpwwwtelegraphesssceneshtml dany and daario already have great chemistry which is important meros boorishness was overthetop and hilarious sam the fucking slayer i will agree with those however who complain that it takes away from his slayerness that his brothers werent around to see the deed who will believe him and how fucking cool were the raven and weirwood shots that ought to please a lot of book purists even the biggest departure from the books was handled well and believably with melisandre reluctantly agreeing not to kill the bastard gendry instead of edric for now and just sacrificing the leeches insteadso excited for the last two episodes edited by khal pono 19 may 2013  0933 pm"
"Tom son of Tom",2013-05-19,"dont know where to drop this so herelol spoiler httpspbstwimgcoj5lciaenncapng lol he looks so excited in the preview"
"RottenAppleFossoway",2013-05-19,"seriously he dances i missed that in the previewedmure dancing at the rw mellowpng classbbcemoticon altmellow  smuggif classbbcemoticon altsmug  lolgif classbbcemoticon altlol  lmaogif classbbcemoticon altlmao  in the preview edmure looked very happy at his wedding poor guy theyve already made him out to be a complete jackass up to this point and thats just going to fuel the fires so to speak"
"Trebla",2013-05-19,"were those birds on the weirwood near sam a reference to bloodraven or was i imagining it its close to what happened in the book the birds attacked the wights while sam and gilly ran to coldhands one bird very likely mormonts raven tells sam to run now who was behind that is the question winkpng classbbcemoticon alt "
"Ser_Patreck",2013-05-19,"not really all they have to do is when sam is telling the story of how he and gilly escaped have gilly jump in and say and sam kill an other with dragonglass then have green be like oh sam the slayeryes because all the brothers of the nights watch would believe in a wildling girls mad tales without batting an eye edited by serpatreck 19 may 2013  0934 pm"
"Dio Forel",2013-05-19,"dont know where to drop this so herelol spoiler httpspbstwimgcoj5lciaenncapng sunday nights who is the proofreader lol"
"Colonel Green",2013-05-19,"also viewers wouldve hated sansa for itthats why you establish why she did it and why its a strong defiant moment for hersome people will still not understand of course because there were any number of sexist idiots who thought she was just being mean to her forcedhusband in the books"
"Minsc",2013-05-19,"if sansa wouldnt kneel it wouldve just insulted tyrion and gave pleasure to other lannisters sans tywin stupid point to nitpick about also viewers wouldve hated sansa for it and quite frankly after next weeks episode theyll need to cling to all the stark love they canmaybe they could actually try writing the scenario and characters in a manner that resembles the actual books thus allowing it to make sense and be an understandable reaction instead of continuing to write au ff for tyrion"
"JonCon's Red Beard",2013-05-19,"edmure doesnt dance hes being taken to his bedding http24mediatumbc8n39o1500gif edited by gammaerys 19 may 2013  0935 pm"
"DarkAndFullOfTurnips",2013-05-19,"in the preview edmure looked very happy at his wedding poor guy theyve already made him out to be a complete jackass up to this point and thats just going to fuel the fires so to speakwhat he was super happy at the wedding in the books"
"The Scabbard Of the Morning",2013-05-19,"i like this episode a lot for the first time in a while i felt the scenes had time to breath and didnt feel rushed"
"Grail King",2013-05-19,"if she didnt kneel the audience would hate her forever a sort of necessary evil lolso how will they bring her starkness back for the viewers"
