"nick","date","comment"
"BrettStark",2014-04-06,"loved the episode i wish people didnt always compare the show to the books saying why didnt this or that happen ive read all the books  i love the show just as much people need to start viewing the show as its own entity personally i even wish sometimes that the show would skew even more from the books if everything was exactly the same it wouldnt be as enjoyable to me because id already know what has happened â great episode i loved oberynâ"
"KalibakCruel",2014-04-06,"am i the only one so far that doesnt like new daario i see people saying they like him i really dont so far i know its early but hes not arrogant enough and hes missing that edge that cocky swagger the smirk the walk i dont know i just dont know"
"Er Rn",2014-04-06,"810 loved arya margaery jon oberyn bronn the thenn cannibal stuff was a little over the top"
"Cas Stark",2014-04-06,"am i the only one so far that doesnt like new daario i see people saying they like him i really dont so far i know its early but hes not arrogant enough and hes missing that edge that cocky swagger the smirk the walk i dont know i just dont know â i didnt like him too bland â hes not enough of an upgrade that i see for a recasting"
"Addam Velaryon",2014-04-06,"im a little shocked at everyones nonchalance of the dragon fx  they were absolutely beautiful are we really this jaded edited by addam velaryon 06 april 2014  1113 pm"
"roxWolfox",2014-04-06,"95 85 for the show and a full extra point to the hound for being hbos new omar littleâ i was wowwed by oberyn and stunned by the new jonâ i guess hes finished reeling over the loss of his father and siblings and becoming his fathers son bastard or noâ the dragons looked awesome and i will wait until further episodes to decide whether or not i like the new danydaario relationshipâ oo am i the only one who choked up a little bit when tywin handed ice over to the blacksmithâ â sniffle edited by wolfox6 06 april 2014  1114 pm"
"Howdyphillip",2014-04-06,"10 of 10 â best intro episode of the series the red viper was all i was hoping for and more arya and the hound were incredible rory mccann knocked it out of the park"
"Mr Hodor",2014-04-06,"tywin is getting scarier by the secondâ â loved oberyn and mercy great that they brought dontos backâ â did not like the cannibal thenns i so not remember them being cannibals please correct me if i am wrong"
"Queen of Whores",2014-04-06,"a very solid 7 out of 10 the best premiere since season 1 but i guess thats not saying much since the other two were very average â the good â  the arthur dayne and duncan the tall namedrops were so awesome easily my favourite things of the episode  some of the hounds lines were hilarious like what the fuck is a lommy those people are cunts and i dont care if heâ ateâ your friend  cool to see the dreadfort and meereen in the intro  i may have had to suppress a little fanboy giggle when doran and sunspear were namedropped  the cgi at the end of that whole wartorn landscape was pretty amazing  even though it was kind of random and short i really liked the sansadontos scene it was cool to have him hint at the history of house hollard and finally sansa is getting back to her old notthatdumb self â the meh â  oberyns introduction the entire scene in the brothel was completely pointless and served no purpose i also didnt like oberyn brutally attacking that lannister guy sure he was a dick but cmon we will see oberyns a badass later  the margaerybrienne scene was completely pointless since margaery already doubted brienne killed renly when loras convinced her  emilia continues to be an actress with zero range of tone and expression and it made her scenes very dull  the jaimetywin confrontation was a bit underwhelming compared to how i thought it would be â the bad â  olenna tyrell is seriously getting very annoying and unfunny at this point she is coming across less witty and more bitchy every episode â when thats the only thing thats not that good about an episode though im generally pretty happy a really good premiere and hopefully the season continues with this quality edited by queen of whores 06 april 2014  1159 pm"
"4th Dragon Head",2014-04-06,"710 â only bc i hold this show to a higher standard compared to most other tv shows every got episode getsâ 1010 but compared to other episodes of this show this gets a 7 â i understand that they wanted to go ahead and give us more context for oberyn and how he is but his intro compared to the book intro was not nearly as good the banter between him and tyrion while riding into kl was one of my favorite moments from the book and i am a little disappointed that we didnt get to see that play out on the screen but like i said i get it he will only be in 7 or 8 episodes so they had to hurry up and explain his character to non readers â i wasnt crazy about the jamie scenes either its going to be interesting having him there for what is about to happen â other than that it was good great to finally be back in westeros even if its only for 9 more weeks"
"4th Dragon Head",2014-04-06,"what do you mean by her old notthatdumb self she was dumb at the start and over the course of the four books she finally becomes less dumb and naave"
"raj34",2014-04-06,"negative infinity jaimes hair wasnt short in the books"
"Queen of Whores",2014-04-06,"what do you mean by her old notthatdumb self she was dumb at the start and over the course of the four books she finally becomes less dumb and naave â im trying not to compare her or most things now to the books cause im a couple of inches away from being a purist but in season 2 sansa actually carried an air of intelligence and dignity and maturity to her then in season 3 that dropped right back down to not at all with several stupid moments like asking if her family could come to the wedding and being far too happy in her marriage to tyrion from the premiere it looks like sansa is getting back on the right track so to speak"
"greywindsrage",2014-04-06,"810 well done for a first episode jaimes scenes were great loved team stark and clegane at the end"
"Words of Winter",2014-04-06,"i gave it an 8â it was solidâ i did not like the thennsâ it will make an awkward situation if they follow the bookâ the thenns were not cannibals but i dont think it is absolutely necessary that a thenn follows through with what is in the books â i think the arya scene was about as good as they could do because it reintroduces the 2nd sword stark named swordâ of course the first is now two lannister swords"
"DogLover",2014-04-06,"710 which is better than i was expecting for a season premiere very action packed and the immediate introduction of oberyn martell made me swoon i thought kit was amazing and i loved the scene i did not like the portrayal of the thenns however im also annoyed with the screwing of the timeline i thought sandors fight at the inn would happen toward the end of the season nor am i down with briennes interaction with the tyrells or sansas meeting with dontos"
"KalibakCruel",2014-04-06,"negative infinity jaimes hair wasnt short in the books in the books he was also bald for a time this isnt the books"
"raj34",2014-04-06,"â  oberyns introduction the entire scene in the brothel was completely pointless and served no purpose i also didnt like oberyn brutally attacking that lannister guy sure he was a dick but cmon we will see oberyns a badass pointless heres what the pointless brothel scene accomplished 1 intro to the red viper and ellaria and their unique relationship 2 showed oberyns voracious sexual appetites 3 showed oberyns hair trigger temper and loathing for lannisters 4 showed oberyns fighting prowess but yeah other than that it was pointless and a disgraceful mangling of the holy source material"
"raj34",2014-04-06,"in the books he was also bald for a time this isnt the books ok i give it a negative infinity cuz he was bald in the books and not a sporting a trendy cropped look"
"Scrambled Aegon",2014-04-06,"â pointless heres what the pointless brothel scene accomplished 1 intro to the red viper and ellaria and their unique relationship 2 showed oberyns voracious sexual appetites 3 showed oberyns hair trigger temper and loathing for lannisters 4 showed oberyns fighting prowess but yeah other than that it was pointless and a disgraceful mangling of the holy source material aye i loved that scene oberyns sexual preferencesâ are a significant part of his character and they did a good job making it clear what hes like right off the bat when you cant have the thirdperson descriptions of him â ill watch it again but for now im thinking 810 really enjoyed everything about the introduction to oberyn aryasandor was fantastic and iâ loved the opening scene with tywin that scene with tywin almost singlehandedly makes it at least an 8 no matter what the rest of the episode was edited by scrambled aegon 06 april 2014  1146 pm"
"Ser Creighton",2014-04-06,"tywin is getting scarier by the secondâ â loved oberyn and mercy great that they brought dontos backâ â did not like the cannibal thenns i so not remember them being cannibals please correct me if i am wrong you are correct they are not cannibals poor alys"
"shiola",2014-04-06,"hard for me to rate without a rewatch but my initial thoughts â good  no dialogue in the opening scene  kits acting  cersei being more insane cerseis heavier drinking being referenced  sassy aemon â sassy jon  the hound â everything about the hound â all the timeâ  maisie â everything about maisie â all the time  the dreadfort looking badass in the opening credits  oberyn being intimidating as fuck  shout outs in the kingsguard â take it or leave it  olennas fangirling over brienne  something about either the pacing or scene transitions or the way scenes were spread throughout the episode â something felt a bit off â a rewatch will improve this  the hairnet becoming a necklace â how can she subtly lose a gem off of the necklace and not notice it during the wedding â the hairnet was really sneaky â the necklace is more obvious â but i suppose thats the point for tv â plus no one on the show ever wears hairnets â a necklace is more what were used to seeing â  im undecided as to whether i like aryas overkill in the books inn scene or aryas slow calculating cold killing on the tv inn scene â how many how many how many stuck with me and it was really powerful â but on the other hand we got an overkill scene of her with the frey last finale â plus the slow killing shows a lot of insight into how shes changing  im happy brienne was in the premier but i didnt like any of her scenes  im glad theyre continuing to set up shae â coming off of a rewatch of seasons 2 and 3 though shes like a broken record â she says the same paranoid shit over and over again â had i not just seen those seasons i know id be less bothered â bad  the slow reveal that the thenns were cannibals â by the time they panned down to the arm i thought the ominous tone was kind of overdone to the point it was almost silly â other than that the thenns were pretty good â this is a really stupid complaint i know  new daario â old daario delivered his lines in such an over the top kind of poetic way but it seemed natural and he was on the right side of the sexy vs sleazy line â altogether i thought old daario captured what mattered about book daario â new daario has no charisma  tywin vs jaime â i thought the book dialogue was better and they could have borrowed more from it â the scene felt rushed â  jaimes haircut â im thinking it felt like a 710 for me â but a rewatch would definitely put it higher so ill just vote 8 edited by shiola 06 april 2014  1152 pm"
"Ice Wolf",2014-04-06,"liked aryathe houndneedle ice reforging jon mourning robb and his scene with thorne slynt and aemon the red viper could have done without the brothel bit though sansa and dontos and the hairnet jaimejoffreytrant scene and the old kingsguard members namedrop thenn introduction and tormunds general awesomeness bronn â disliked margery and brienne exchange jaime and brienne discussion on what to do about sansa kind of a major step back for both of their character development felt the tywinjaime exchaneg could have been better but i didnt mind it didnt really dig any of danys scenes especially the daario ones although the dragon cgi was amazing edited by ice wolf 06 april 2014  1148 pm"
"Justin Danford",2014-04-06,"9 â did everything it needed to do with some nice name dropping in the process â loses a point for the eyerolling shaetyrion exchanges"
"Queen of Whores",2014-04-06,"pointless heres what the pointless brothel scene accomplished 1 intro to the red viper and ellaria and their unique relationship 2 showed oberyns voracious sexual appetites 3 showed oberyns hair trigger temper and loathing for lannisters 4 showed oberyns fighting prowess but yeah other than that it was pointless and a disgraceful mangling of the holy source material â whats with the sarcasm i directly said im not comparing anything to the books and not a single one of my criticisms were about comparing the show to the books did you even read all of my post your first two points could have easily been accomplished by having tyrion and oberyn talk more just like how the in the book that one scene completely defined oberyns character he could have easily made a couple of sly references to ellaria and their ambiguous sexual nature your third point can also be done in conversation and he already clearly showed heavy dislike for the lannisters in his short convo with tyrion in the episode and the fourth point how is suddenly stabbing a guy in the hand fighting prowess edited by queen of whores 06 april 2014  1153 pm"
"KalibakCruel",2014-04-06,"â  new daario â old daario delivered his lines in such an over the top kind of poetic way but it seemed natural and he was on the right side of the sexy vs sleazy line â altogether i thought old daario captured what mattered about book daario â new daario has no charisma â â exactly old daario didnt look like book daario but he was arrogant over the top he was natural he had a swagger in his walk his smirk was perfect this new daario in his limited time seems odd with little charisma and no arrogance in his voice or his face"
"go joff go",2014-04-06,"am i the only one so far that doesnt like new daario i see people saying they like him i really dont so far i know its early but hes not arrogant enough and hes missing that edge that cocky swagger the smirk the walk i dont know i just dont know i cant speak everyone but personally want them to get rid of arrogant daario or at least make him successfully suave â daario was hands down the worst character in the book so making him like the book would be a mistake"
"rohit39",2014-04-06,"anyone else feel that aryas murder of tickler would have been more powerful on screen the almost psychotic interrogation while stabbing him i can really imagine maisie williams doing a great job of that not that the polliver scene was bad but it was underwhelming â and secondly what the hell i preferred season 3 daario and thats saying a lot theres absolutely no charm with this new guyâ edited by rohit39 06 april 2014  1155 pm"
"IlAovatar",2014-04-06,"710 â the dornish introduction was okay some might argue that they tried too hard to show oberyns promiscuity and hatred for the lannisters early on but i was honestly expecting much worse pedro pascals performance wasnt as overly flamboyant as i had anticipated which is a good thing â im fed up of dany and daario already and can see the whole meereen storyline being a complete bore new daario is definitely an improvement over the last but the way theyve homogenized his appearance still ruins the character for me â the dontossansa scene was a very nice surprise i wasnt expecting them to take his character any further than the name day celebration â the tavern brawl was entertaining though i found aryas reenactment of lommys murder a little bit corny edited by ilavatar 06 april 2014  1157 pm"
"raj34",2014-04-06,"anyone else feel that aryas murder of tickler would have been more powerful on screen the almost psychotic interrogation while stabbing him i can really imagine maisie williams doing a great job of that not that the polliver scene was bad but it was underwhelming â and secondly what the hell i preferred season 3 daario and thats saying a lot theres absolutely no charm with this new guy i was surprised they recast daario the guy is probably my least favorite character in the entire series but i thought ed skrein made him a lot more likable and interesting last season"
"Pure Guava",2014-04-06,"810 â loved it â fucking love oberyn and that last scene was a goddamned classic in the making"
"Sarah Lannister",2014-04-06,"1010 a great start for season 4â the opening scene with tywin was epicâ the dragons look amazingâ i think the tyrion and oberyn convo was well doneâ it looks like pod got really tall lolâ â imâ glad they recasted mr daarioâ season 4 daario is a massive upgradeâ â im glad thorne and janos returned their scene with jon and aemon was well deliveredâ cersei looks like shes starting to lose it loljaime did well and endingâ with the houndarya was anâ awesome choiceâ the music they used when arya got involved was dark andâ edgy it fit perfectâ the white bookâ sceneâ could be the shows best scene yetâ â and thatâ statueâ of joffi wantâ that for my front yardâ"
"Conchobar",2014-04-07,"really great opening episode the people giving 2s and 3s are crazy"
"raj34",2014-04-07," your first two points could have easily been accomplished by having tyrion and oberyn talk more you know talking ie exposition is a hell of a lot less interesting than showing just like how the in the book that one scene completely defined oberyns character he could have easily made a couple of sly references to ellaria and their ambiguous sexual nature your third point can also be done in conversation and he already clearly showed heavy dislike for the lannisters in his short convo with tyrion in the episode and the fourth point how is suddenly stabbing a guy in the hand fighting prowess what exactly would suffice for you to show fighting skill i thought it was pretty slick how quickly he drew that dagger and incapacitated that lannister clown edited by raj34 07 april 2014  1205 am"
"iknownothingjonsnow",2014-04-07,"a very solid 8 out of 10 the best premiere since season 1â â the good â  the arthur dayne and duncan the tall namedrops were so awesome easily my favourite things of the episode  some of the hounds lines were hilarious like what the fuck is a lommy those people are cunts and i dont care if heâ ateâ your friend  cool to see the dreadfort and meereen in the intro  i may have had to suppress a little fanboy giggle when doran and sunspear were namedropped  the cgi at the end of that whole wartorn landscape was pretty amazing  even though it was kind of random and short i really liked the sansadontos scene it was cool to have him hint at the history of house hollard and finally sansa is getting back to her old notthatdumb self â the meh â  oberyns introduction the entire scene in the brothel was completely pointless and served no purpose i also didnt like oberyn brutally attacking that lannister guy sure he was a dick but cmon we will see oberyns a badass later  the margaerybrienne scene was completely pointless since margaery already doubted brienne killed renly when loras convinced her  emilia continues to be an actress with zero range of tone and expression and it made her scenes very dull  the jaimetywin confrontation was a bit underwhelming compared to how i thought it would be â the bad â  olenna tyrell is seriously getting very annoying and unfunny at this point she is coming across less witty and more bitchy every episode â when thats the only thing thats not that good about an episode though im generally pretty happy a really good premiere and hopefully the season continues with this quality agree 100 about emilia â she was so good in season 1 that i am honestly dumbfounded as to how god awful has become in absolutely every scene shes in â they may as well give her those purple lenses now since shes not conveying any emotion anyway â id mentioned on a different thread that i think the discussion about renlys death was put in to highlight margaerys fickleness in contrast to briennes steadfast loyalty"
"rohit39",2014-04-07,"i was surprised they recast daario the guy is probably my least favorite character in the entire series but i thought ed skrein made him a lot more likable and interesting last season â yeah this is just ridiculous fine i cant expect the daario from the books with the three pronged blue beard golden mustache etc but he needs to be a little flashyshowy which ed skrein kinda was i liked that dany ended up attracted to him because it shows that shes still a young girl at heart â"
"KalibakCruel",2014-04-07,"i cant speak everyone but personally want them to get rid of arrogant daario or at least make him successfully suave â daario was hands down the worst character in the book so making him like the book would be a mistake ive never been a huge fan of daario but i liked old daario a bit he had a bit of arrogance to him without being all blue haired and ridiculous i thought old daario had a sort of edge to him that that made him unconventionally attractive which i thought would make sense because you could believe danny being all girlish and falling for him this new dude though zero charisma"
"Giorgio Corrado",2014-04-07,"wow what a scene between arya and the hound and the way arya looked when she killed the tickler when she shoved needle in the ticklers throutâ as for the new character the prince oberyn i like him i hope he sticks around for a while anyone think he would make a far better lover for dany then daario"
