"nick","date","comment"
"ckal",2012-04-29,"one thing i dont get though is why they changed the way in which someone gets stabbed from the books in the first season jaime killed the mad king by stabbing him in the back instead of cutting his throat here renly dies by being stabbed in the back instead of the shadow cutting his throat hmmm"
"blasted_saber",2012-04-29,"does jaquen reference the red god in the books faceless men are supposed to revere the many faced god"
"J_Crews",2012-04-29,"loved ayras exchange with tywin anyone can be killed wow that was awesome get that young lady an emmy and a golden globe asapfingers crossed"
"Fat Mac",2012-04-29,"overall an awesome episode i liked pretty much all the scenes cool how they included dagmer too"
"blasted_saber",2012-04-29,"one thing i dont get though is why they changed the way in which someone gets stabbed from the booksin the first season jaime killed the mad king by stabbing him in the back instead of cutting his throathere renly dies by being stabbed in the back instead of the shadow cutting his throathmmmthats quite a nitpick lol"
"Jory",2012-04-29,"i liked it dont like the obvious changes they made to stannis storyline but oh well"
"Bastard of Boston",2012-04-29,"cannot believe the season is halfway over was really curious how the renlys death scene would lookcgi people did a great job with making the shadow look like stannis nice little action sequence with brienne too gwen coped well she played the scene with catelyn a little awkward thoughim trying to decide if it fits or if shes overacting a bit the scene with maisie and charles dance made this episode for me they didnt even have to speak to one another just seeing those 2 in the same room was too much awesome to filter and then tywin spoke to arya and i was all excuse me i feel like angels are speaking to me now in some language that im too lowly to comprehend not worthy glad the show made this change if only to see these two characters play off one another jaqen is perfect he combines creepy and charismatic much in the same way he can make redwhite hair look cool not that it makes it impossible for jojen and meera to ever appear but branjens dreams really clarifies months of speculation i really enjoyed brans rag tag group though ill be really sad if we dont see them all together small but great detail was rickon smashing the walnuts every bit the pintsized badass seeing the dany scenes in qarth was cool i dont necessarily think we ever got to see her try to acculturate her khalasar as we did hereunless im not remembering some details i think its here where itll be worthwhile to show she does have some queenly qualities in so much as how shes forming this completely new culture with a khalasar who blends as opposed to remain insular great seeing another dragon appearance speaking of queens i dont want to be a queen i want to be the queen meow marge cant wait for you to meet cersei pyat pree was every bit as demented as he should be should be really interesting to see how they handle the house of the undyingit was such a trippy sequence and quaithe i loled the way she popped up and made you instantly disconcerted with that creepy mask is exactly how it reads in the book stop doing that woman as someone who has spent hours with the audio book it was cool seeing roy dotrice as hallyne edited by bastard of boston 29 april 2012  0937 pm"
"J_Crews",2012-04-29,"just saw the scene where brienne pledged to catelyn  i love love love brienne in thispretty much perfect  errr except she didnt do the handholding thing correctly and yes im joking im not that much of a nitpicker winkpng classbbcemoticon alt "
"Cheese Pudding",2012-04-29,"oh and what about the quaithe finally we saw her not as i imagined reading the books but very nice pyat pree too very freaky about the speed of the series my father yes i watch with him has lots os problems to memorize characters names he has no time to do it since even stannis appears not much in the episodes which are once a week so maybe thats why they cut jojen meera and the walders 4 more characters for the audience it was a nice move"
"A Time for Wolves",2012-04-29,"i loved this episode my favorite of the season watching it again 3"
"Darth Pipes",2012-04-29,"one thing i dont get though is why they changed the way in which someone gets stabbed from the booksin the first season jaime killed the mad king by stabbing him in the back instead of cutting his throathere renly dies by being stabbed in the back instead of the shadow cutting his throathmmmgood point perhaps stabbing in the back just comes across better on the show visually otherwise im not sure why that was changed"
"Bran the Bummer",2012-04-29,"does jaquen reference the red god in the booksfaceless men are supposed to revere the many faced godhe does this is the second reference too so it looks like theyre dumbing the show down on that point as well not so terrible but i feel like it was a needless cuteta  he references the red god in the books too perhaps noob edited by bran the bummer 29 april 2012  0927 pm"
"axels15",2012-04-29,"good episode although i didnt care for some of the changes i guess king in the north means literally king in the northgo fuck yourselves riverlandsrenlys death in the book was much better though brienne kicking ass was pretty coolliked brans scene a lot too hey rickon youre still alive i was amused by what he was doing with the walnutsi dont mind the ticklers getting it early he disappears for so long in the book that nonreaders might not even remember when he shows up again later arya still needs to kill one of her enemies when that moment is eventaully shot though loved the scene with her and tywin and that is a fascinating dynamic although its going to be hard to justify her not telling jaqen to kill tywinliked stannisdavos liked catbrienne even more despite having to rush through that a littlei think cersei did come up with the wildfire idea but it was tyrion who utilized it in a way that didnt burn down the entire freakin citymore bronn a plus more edd a plus we live for another day hoorah liked seeing qhorin and im glad that they kept his line about never being called a lord beforei am having a problem with this season though its hard to focus on whats going on because they can only spend a limited amount of time on each storyline season 1 handled that well but season 2 is having a problem with all the new characters and storiesi think this episode did jump around a lot but id argue that the previous two were actually very focused i think this episode served as a falloutsetting up point for the next five episodes it certainly seems like the next one in particular will be somewhat focused around theonwinterfell and reaction plus jon in the north and i get the feeling stannisdavos may not even be in the next episode considering they are consolidating the armyi definitely see what you mean thoughi was a little disappointed with the actual shadow creature and i was fully expecting it to come out of renlys shadow perhaps it would have cost too muchthat said the build up for someone who has read the book and knows what is going to happen was intense in that scene and my heart was in my throati dont have a problem with what they did with margerys character because i honestly believe she had to have been that ambitious in the books were just getting a first hand look at iti miss jamie but thats because his character doesnt really get to flourish until the third books anywayarya maisie is tremendous and the scene with her and tywin was definitely my favoritethe dany scenes dont do it for me but thats because i really didnt like them in the books either till near the end what is everyones problem with qarth though"
"Lord Godric",2012-04-29,"i also have to say how brilliant they made pyat pree and qaithe both entirely creepymysterious and leaving me wanting more im glad they didnt cut the house of the undying bit because i think that is the climax of danys entire story across all 45 books"
"J_Crews",2012-04-29,"jaqen hghar was exactly how i pictured him in the booksme as well"
"Qwop22",2012-04-29,"this was my favorite episode this season by far no unecessary sex scenes or made up nonsense that wastes screen time the exchange between tywin and arya was brilliant maisie is awesome and that look she gave him as she said any man can be killed that sent shivers down my spine i thought the qarth scenes were very well done and was thrilled to see pyat pree introduced and the house of the undying mentioned renlys death could be viewed as cheesy but its cgi what do you expect i thought it was handled very true to the book brienne killing the guards was awesome and when she offered herself to cat later was very moving theons further embarrassment was amusing having theon not know who dagmer is doesnt really bother me hes such a small character its not important to inform the audience he was previously known its kind of disappointing he isnt missing part of his jaw but thats to be expected i loved how they laid the groundwork for margaery to come back and become engaged to joffrey it was a much need pov from her to see how determined she is to become queen it also shows how littlefinger will be the one to broker the alliance the wildfire scene was done exceptionally well for those saying why did they make it cerseis idea well in the books it is her idea cersei has been habing them secretly make wildfire until tyrionmfinds out and then takes over they nailed the casting of the pyromancer the casting in the show is always unbelievably good i cant wait to see the chain be thrown in there im not sure how i feel about davosnbeing the reason melisandre is left out of the battle of blackwater but meh whatever it gives an explanation for him being in the leading attack of the ships the actor playing stannis is getting better and better with each episode the one gripe i have with this episode the fist of the first men it was not in the middle of the mountains it was a high hill surrounded by dense forestry i suppose they made it look like it was in the frostfangs for more wow factor it definitely looks harsher and more dangerous however it looks near impossible to barricade i cant wait to see qhorin and jons scouting adventure and the introduction of ygritte and rattleshirt ok i lied i have another gripe wtf is with making jojens green dreams come from bran and it appears osha knows about the three eyed crow beyond the wall this really makes me worry about jojen and meera ever showing up in the series the way it seems its going we will probably see osha lead bran north im not sure what will happen to rickon then"
"J_Crews",2012-04-29,"i thought it was a good transitional episode theres a new boss or bosses in town and thats the series writers theres a lot of consolidation simplification and plain old skipping of scenes and characters i still love the series although it is different from the books in some aspects they still keep the spirit of the books even if they dont follow the letter exactly agreed im very happy with what theyre doing could it be better of course could it be much much worse absolutely"
"Lord Godric",2012-04-29,"i dont have a problem with what they did with margerys character because i honestly believe she had to have been that ambitious in the books were just getting a first hand look at iti prefer the way they are showing margaery like you said she probably was also this ambitious in the books too we just didnt see her and this schemingambitious character will be so much more fun to have in kings landing later on"
"Darth Pipes",2012-04-29,"was also glad they included the religious folk on the streets decriding joffrey"
"J_Crews",2012-04-29,"a rickon signing which was pretty funny i was hoping bran would ask the lord having the audience to kindly wait a moment snatch a knot in his creepy little ass and have one of the guards haul him bodily out of there i guess next episode will end where theon says hes going after winterfellwinterfell will fall in the next ep"
"dtones520",2012-04-29,"just remember that this is an adaptation the ultimate story is being told and told excellently yes there are minor changes there has to be budget things making sense to nonbook readers not having too many characters to remember etc are all things that the people making the show have to consider david and dan are huge fans of the books im sure they would include everything if they could but it probably just wouldnt work on tv in the end overall my favorite episode so far"
"Fez",2012-04-29,"thats from the booki obviously defer to you on the matter and its been quite a while since ive read acok but i honestly dont remember him ever saying i or youshame that he goes from a 10 on the badass scale to a 99 if youre gonna have a cool verbal tic that makes you completely distinct you gotta stick with it"
"Ran",2012-04-29,"house snowbc brienne was the badass instead of loras or bc it didnt look like stannisno problem with brienne fighting well  thats what happens in the book  but i do note that her killing those men is rather early where its something of a big deal when she finally does kill her first manbut the failure to make the killing match the eeriness of the shadow birth was a big surprise and i think it largely has to do with the lost monster entry the rather mediocre direction and so on i think had it been done more as in the book in this particular case it would have worked better i actually think they had intended to do it that way at some point  notice how superbly clear renlys shadow is against the tent wall but they then went another direction i guessas to loras thats also a part of it  its not that he goes badass its that he rages and kills his sworn brothers in his grief its the emotion of it and the tragedy as it affects loras that doesnt really get conveyed with anything like the power of what martin mentions in a couple of lines this is stuff that haunts the loras tyrell of the novels but it just doesnt existwould it have been hard to have loras spattered with the blood of two guards that killed because they stood outside shouting for help rather than running inand why did they decide to have him know that brienne didnt do it im baffled by this sort of thing to be honest they literally gave finn jones the scene where loras accuses brienne for his audition  because hey good scene with a lot of emotion in it  and then they go to something well boring oh wasnt brienne must be stannis if they feared that they needed them to settle on stannis quickly to motivate the tyrells jumping to the lannisters why not just have him suppose that brienne did it at stanniss behestanyways i had really looked forward to the killing and it was only okay i had really looked at their taking those couple of lines and really giving loras tyrell that moment of rage and grief on the screen in the way that the tv show can do because its not wedded to a pov structure and they didnt do it it was disappointingre jaqenfrom the bookthree lives you shall have of mewhy he slips out of the tick just then who knows grrm may have slipped himself or perhaps theres some meaning to itas to the red god yes jaqen repeatedly refers to rhllor because he rorge and biter were going to burn alive if arya didnt help so she stole their deaths from rhllor the firey aspect of the many faced god edited by ran 29 april 2012  0936 pm"
"J_Crews",2012-04-29,"the reeds have not been cast but perhaps theyll show up in season 3i hope but im doubting it more and more jojen at least is now totally superfluous"
"dtones520",2012-04-29,"one thing i dont get though is why they changed the way in which someone gets stabbed from the booksin the first season jaime killed the mad king by stabbing him in the back instead of cutting his throathere renly dies by being stabbed in the back instead of the shadow cutting his throathmmmseriously who cares they are both dead"
"Darth Pipes",2012-04-29,"i think this episode did jump around a lot but id argue that the previous two were actually very focused i think this episode served as a falloutsetting up point for the next five episodes it certainly seems like the next one in particular will be somewhat focused around theonwinterfell and reaction plus jon in the north and i get the feeling stannisdavos may not even be in the next episode considering they are consolidating the armyi definitely see what you mean thoughi was a little disappointed with the actual shadow creature and i was fully expecting it to come out of renlys shadow perhaps it would have cost too muchthat said the build up for someone who has read the book and knows what is going to happen was intense in that scene and my heart was in my throati dont have a problem with what they did with margerys character because i honestly believe she had to have been that ambitious in the books were just getting a first hand look at iti miss jamie but thats because his character doesnt really get to flourish until the third books anywayarya maisie is tremendous and the scene with her and tywin was definitely my favoritethe dany scenes dont do it for me but thats because i really didnt like them in the books either till near the endwhat is everyones problem with qarth thoughthats a fair point they have been a little more streamlined and given more time for certain stories like tyrion and dany"
"J_Crews",2012-04-29,"3 eyed raven i caught that as well i guess theyre worried about viewers getting confused ie crowraven etc"
"teemo",2012-04-29,"wow this was probably my least favorite episode so far this season im surprised how many people love it so much there were so many madeup things and huge modifications that it made my head hurt loved the first four but i just didnt feel the same for this episode edited by hk47 30 april 2012  1247 am"
"J_Crews",2012-04-29,"and we got to see drogon which was awesome and ghostdrogon was adorable and so was doreah va va va voom devilgif classbbcemoticon altdevil  droolgif classbbcemoticon altdrool  bowdowngif classbbcemoticon altbowdown  lovegif classbbcemoticon altlove "
"Atreides",2012-04-29,"does jaquen reference the red god in the booksfaceless men are supposed to revere the many faced godi think theyre combining the foreign religions for simplicity theres already the northern and southern religions and the foreign red god bit annoying but having four religions including one thats fairly minor until much later on might have been a bit too confusing for some people they can just make the faceless men a different sect or division of the rhllor worship and make things work out reasonablyedit saw ran posted and that referencing the red god actually makes sense in this instance id forgotten that aspect of things edited by atreides 29 april 2012  0944 pm"
"dtones520",2012-04-29,"wow this was probably my least favorite episode so far this season im surprised how many people love it so much there were so many madeup things and huge modifications that it made my head hurtyou complain about every episode it seems why watch the show if you are going to hold it to impossible standards"
"Lord Godric",2012-04-29,"and why did they decide to have him know that brienne didnt do it im baffled by this sort of thing to be honest they literally gave finn jones the scene where loras accuses brienne for his audition  because hey good scene with a lot of emotion in it  and then they go to something well boring oh wasnt brienne must be stannis if they feared that they needed them to settle on stannis quickly to motivate the tyrells jumping to the lannisters why not just have him suppose that brienne did it at stanniss behestthis part definitely baffled me it didnt bother me really because it is a minor piece that doesnt change the overall story which is all i really ask for but i think there would have been better opportunities for emotional scenes down the line particularly when jaime schools loras upon their reunion in feast"
"axels15",2012-04-29,"as to the red god yes jaqen repeatedly refers to rhllor because he rorge and biter were going to burn alive if arya didnt help so she stole their deaths from rhllor the firey aspect of the many faced godi never made that connection thank you"
"Bran the Bummer",2012-04-29,"i just remembered the one thing that annoyed me because it was at the beginning of the episode renly ought to have been in full armour when the shadow killed him it helped to lay doubt on briennes part in his death eta  but that is a relatively minor complaint not nitpicking edited by bran the bummer 29 april 2012  0944 pm"
"J_Crews",2012-04-29,"forgot to mentionpyat pree was very freaky in a good way i love the look of qarth here here pyat pree and quaithe were both creepy like you read about"
"teemo",2012-04-29,"the red god has his due sweet girl and only death may pay for life"
"Lord Godric",2012-04-29,"i think theyre combining the foreign religions for simplicity theres already the northern and southern religions and the foreign red god bit annoying but having four religions including one thats fairly minor until much later on might have been a bit too confusing for some people they can just make the faceless men a different sect or division of the rhllor worship and make things work out reasonablyjaqen references the red god in this scene in the books too its not a changei see many people beat me to it edited by lord godric 29 april 2012  0942 pm"
"teemo",2012-04-29,"you complain about every episode it seems why watch the show if you are going to hold it to impossible standardsthats not true i do complain about every episode but i have a lot of good things to say too this happened to be my least favorite"
"dtones520",2012-04-29,"i think theyre combining the foreign religions for simplicity theres already the northern and southern religions and the foreign red god bit annoying but having four religions including one thats fairly minor until much later on might have been a bit too confusing for some people they can just make the faceless men a different sect or division of the rhllor worship and make things work out reasonablyhe was referring to the red god because they were going to burn to death thus rhollor being involved they were going to burn to death in the book and when he talked to arya in the books he referenced the red god or rhollor as well we dont learn anything about the many faced god until arya gets to braavos"
"Lord Godric",2012-04-29,"i just remembered the one thing that annoyed me because it was at the beginning of the episode renly ought to have been in full armour when the shadow killed him it helped to lay doubt on briennes part in his deathwell unlike in the books no one really blames brienne everyone is just confused and doesnt know what really happened"
"J_Crews",2012-04-29,"does jaquen reference the red god in the booksfaceless men are supposed to revere the many faced godhe does the faceless men believe all the gods are only aspects of the one true god they call he of many faces edited by js crews 29 april 2012  0957 pm"
"StannisWins",2012-04-29,"i cant even imagine how theyre going to pull off the house of the undying"
"J_Crews",2012-04-29,"cannot believe the season is halfway overme neither and it could bring a man to tears winkpng classbbcemoticon alt "
"Lord Godric",2012-04-29,"i cant even imagine how theyre going to pull off the house of the undyingme either but im definitely looking forward to it"
"teemo",2012-04-29,"favorite  briennes acting danys blue dress i want that jaqen exact image in my head from book least favorite  the secret door in qarth the reeds being cut really stood out in this episode oh and the tickler not getting the proper death that was definitely the most disappointing really wanted to see arya kill him edited by hk47 29 april 2012  0949 pm"
"A Dark And Stormy Knight",2012-04-29,"another thing i just thought id throw out there im not exactly sure why but after that scene with davos i am totally behind stephen dillane as stannis now i had a few doubts at first but something about his acting in that scene was just so perfectly stannis"
"J_Crews",2012-04-29,"perhaps stabbing in the back just comes across better on the show visually otherwise im not sure why that was changedcheaper less makeup for the opened throat less blood less of a drag on the budget"
"teemo",2012-04-29,"another thing i just thought id throw out there im not exactly sure why but after that scene with davos i am totally behind stephen dillane as stannis now i had a few doubts at first but something about his acting in that scene was just so perfectly stannisi think dillane is great i think most of the time when he comes off wrong is due to bad writing not him he was definitely stannis in this episode though edited by hk47 29 april 2012  0951 pm"
"Ser Hippie",2012-04-29,"drogon was adorable and so was doreah va va va voom devilgif classbbcemoticon altdevil  droolgif classbbcemoticon altdrool  bowdowngif classbbcemoticon altbowdown  lovegif classbbcemoticon altlove i wont deny that keeping doreah alive was a change i am fully in favor ofthe change in blame over renlys death was somewhat troublesome but i can live with it im more interestedconcerned about what the death of the tickler means for aryas scene down the road but given the way the shows working im not sure its as big a deal i dont know if viewers would have the same visceral reaction book readers did"
"axels15",2012-04-29,"cheaper less makeup for the opened throat less blood less of a drag on the budgetalso probably less cgi that stuff is eeeeeeexpensive"
"teemo",2012-04-29,"cheaper less makeup for the opened throat less blood less of a drag on the budgeti actually practically had my eyes covered right before he was killed because i was expecting a throat slash lol hate seeing throats slashed"
"Darth Pipes",2012-04-29,"here here pyat pree and quaithe were both creepy like you read aboutyes my apologies for not mentioning quaithe that mask was very very freaky"
"teemo",2012-04-29,"quaithe wasodd i was shocked that she was talking to jorah weird pyat pree was awesome and even startled my boyfriend"
"Meg Stark",2012-04-29,"great episode for the individual stories definitely hard to follow all of the story lines at times seemed almost like too much but there were some great acting moments and i cant complain about any episode where we actually get to see dragons renlys death scene was just okay i guess i pictured the shadow looking more like stannis also thought brienne would be a little more pulling out her hair upset i would have thought loras would also be going completely mad in the scene with the body the line i want to be the queen is a perfect example of what a great job they did casting natalie dormer i know opinions differ but i love what they are doing with her storyline anyone can die amazing i really didnâ<U+0080><U+0099>t picture that scenery north of the wall almost looks too unrealistic to have an encampment maybe that was just a lack of imagination on my part but it seems almost too much good use of exposition to explain history through sam pyat pree scared the crap out of me very well done i know i shouldnâ<U+0080><U+0099>t but i find myself rooting for jorah maybe it is just the actor rickon sighting loved seeing bran really acting as lord of winterfell"
"Darth Pipes",2012-04-29,"another thing i just thought id throw out there im not exactly sure why but after that scene with davos i am totally behind stephen dillane as stannis now i had a few doubts at first but something about his acting in that scene was just so perfectly stannisagreed i think they did the character a disservice but cutting his initial scene with cressen in the prologue but i think dillane has been getting better and better and he seems much more like stannisliam cunningham is terrific too"
"teemo",2012-04-29,"the line i want to be the queen is a perfect example of what a great job they did casting natalie dormer i know opinions differ but i love what they are doing with her storylinei think shes my female character in the show excluding the stark children i was kind of ambivalent toward her in the books but natalie dormer is just perfect as her"
"J_Crews",2012-04-29,"i cant even imagine how theyre going to pull off the house of the undying wondering about this as well"
"J_Crews",2012-04-29,"i think dillane is great i think most of the time when he comes off wrong is due to bad writing not him he was definitely stannis in this episode though agreed"
"congokong",2012-04-29,"it seems like they make an effort to do the opposite of the book renly dies putting on armor in the book hes taking it off in the show petyr laughs at the idea of swaying catelyn to free jaime in the book he tries it in the show stannis is hotheaded in the book instead renly is hotheaded in the show renly likes petyr in the book he dislikes him in the show davos is a religious man in the book hes an agnostic in the show anyway im disappointed that the reeds will certainly not be in it now with bran having the green dreams instead of jojen"
"J_Crews",2012-04-29,"i actually practically had my eyes covered right before he was killed because i was expecting a throat slash lol hate seeing throats slashed i was practically holding my breath"
"J_Crews",2012-04-29,"margeary still wearing funnels as clothing i see banggif classbbcemoticon altbang  stillsickgif classbbcemoticon altstillsick "
